MenuCode,Name,DefaultValue,Min,Max,Unit,Enum,Help
I074,Overdrive block time,10,0,1440,min,,"When the valve change direction compensation backlash is used to overcome turning play. In the direction more step is added. Unit is in % of the full stroke  
Note: setting this value to Zero means disabling the feature."
I075,Valve motor decay mode,0,0,2,,"0:Fast,1:Slow,2:Mixed","Overdrive is performed when the valve goes to closed postion. Extra steps is taken to secure the valve is closed. This is useful to regain lost stepps during operation. I073 Overdrive enable OD and I174 Overdrive block time can influence it override is done 
Note: setting this value to Zero means disabling the feature."
I076,Valve excitation time after stop,10,0,1000,ms,,"To do a overdrive, OD has to be higher than Overdrive enable OD during operation. This is useful feature to avoid frequent overdrive specially when the valve is most of the time operating at low OD%."
I078,Preset OD,50,0,100,%,,"A timer protects the system from frequent overdriving , by preventing repeated overdrive within a settable timer after a overdrive is performed. 
The default value is Zero meaning that the overdrive block timer is OFF."
I068,Valve neutral zone,0.5,0,5,%,,only consider to change to slow decay if the cable distance between the controller and the valve is longer i.e 30m and issue with step loss because of EMC 
I090,Ext ref. configuration 1A,0,0,2,,"0:Not Used,1:V->SH,2:V->Max OD",After last step before going into holding mode full current is kept for some time
I089,Ext ref. configuration 1B,0,0,6,,"0:Not Used,1:V->SH,2:V->Max OD,3:V->Temp,4:Modbus->SH,5:Modbus->Max OD,6:Modbus->T.",The (software configurable DI can  be used to force a specific OD to valve.
O010,Ext ref. configuration 1C,0,0,9,,"0:Not Used,1:V->SH,2:V->Max OD,3:V->Temp,4:Modbus->SH,5:Modbus->Max OD,6:Modbus->T.,7:mA->SH,8:mA->Max OD,9:mA->Temp",The feature is useful to prevent the unnecessary movement of the valve because of  fluctuating signal from the master control. This feature will  maintain the lifetime of the valve. In the neutral zone  there is no valve movement. The valve will only move if the signal from the master controller is higher/lower than the actual position ± Valve neutral zone .
I035,Ext ref. voltage high,10,0,10,V,,Select the type of the external reference signal 
I036,Ext ref. current low,4,0,20,mA,,Select the type of the external reference signal 
I037,Ext ref. current high,20,0,20,mA,,Select the type of the external reference signal 
I034,Ext ref voltage low,0,0,10,V,,Define the external  maximum  reference voltage used as analogue signal
I091,Driver reference configuration 1B,0,0,2,,"0:Voltage to OD,1:Modbus to OD,2:Modbus to steps",Define the external minimum reference current used as analogue signal 
I033,Driver reference configuration 1C,0,0,3,,"0:Voltage to OD,1:Modbus to OD,2:Modbus to steps,3:Current to OD",Define the external maximum  reference current used as analogue signal 
I079,AI4 lowpass bandwidth,5,0,5,,"0:None,1:4 Hz,2:2 Hz,3:1 Hz,4:1/2 Hz,5:1/5 Hz",Define the external  minimum reference voltage used as analogue signal 
O011,Language,0,0,0,,"0:English,1:Chinese,2:Portuguese,3:Russian,4:Spanish,5:French,6:German,7:Italian",Select the type of the external reference signal 
K004,Login timeout,10,1,120,min,,Select the type of the external reference signal 
K006,Backlight timeout,2,0,120,min,,"External signal can be filtered using a lowpass filter. Lowpass cutoff freqvency is defined. 
0 = None: no filtering applied'
1 = 4 Hz: signal uptill a freq of 4 hz will pass
2 = 2 Hz | 3 = 1 Hz | 4 = 1/2 Hz
5 = 1/5 Hz signal uptil a freqvency of 0.2Hz will pass"
O005,Password daily,100,0,999,,,Use only in MMI display. Select your choice of system language from the given list
K002,Password service,200,0,999,,,After some time of inactivity on the local display the user is logout to secure that a third person don't make change based on an other person login.
K003,Password commission,300,0,999,,,After some time of inactivity on the local display the backlight is switched off
K005,Contrast,40,0,100,%,,"Use only for MMI display. Set the password for the user , all parameters can be seen a few can be changed on using this password"
K001,Brightness,80,0,100,%,,"Use only for MMI display. Set the password for the service User. All parameters can be seen, most parameters can be can be changed on using this password."
R005,Display unit,0,0,1,,"0:MET,1:IMP",Use only for MMI display. Set the password for the commissioning User . All the parameters can be seen and changed.
K010,Opening degree unit,0,0,1,,"0:Percentage,1:Step",Use only in MMI display. Adjustable LCD contrast of the MMIGRS
G001,Controller adr.,1,1,127,,,Used for MMI display to set the LCD brightness of the MMIGRS
G003,CAN bus min. update interval,5,0,20,s,,"Change of the unit of measurement
0= METRIC temperature unit in display °C and  pressure unit is bar, barg,
1= IMPERIAL temperature unit in display °F pressure unit in display  psia, psig
Note: The unit used in MODBus are °C and bar g
"
G004,Modbus min. update interval,5,0,60,s,,"Read the unit of  opening degree of the valve
0 = Percent: OD % 
1= step: OD in number of steps"
G005,Modbus baudrate,6,0,8,,"0:0,1:1200,2:2400,3:4800,4:9600,5:14400,6:19200,7:28800,8:38400",The unique device address of the controller. This is use when multiple controller are used in a network as a daisy chain. 
G008,Modbus mode,1,0,2,,"0:8N1,1:8E1,2:8N2",When measurement signal/ control data is transferred via CAN bus all value most update within the CAN bus min. update interval
G007,Modbus mapping,0,0,1,,"0:Operation,1:Configuration",When measurement signal/ control data is transferred via MODbus all value most update within the MODbus min. update interval
G002,Can baudrate,1,0,5,,"0:20k,1:50k,2:125k,3:250k,4:500k,5:1M",Set the required modbus RS 485 RTU baudrate ( all units on bus must have same baudrate)
G012,Signal sharing Pe,0,0,1,,"0:Off,1:On",Set the required modbus RS 485 RTU data bit ( all units on bus must have same mode)
G013,Signal sharing Pc,0,0,1,,"0:Off,1:On","To facilitate fast read for the master controller a selected number of parameters can be grouped to fit into one telegram
0=operation: groups is defined ready to write or read
1= setup: Groups of parameters can be configured"
G014,Signal sharing S3,0,0,1,,"0:Off,1:On",Set the device baud rate on the CAN network  ( all unit on bus must have same baudrate)
U118,Operation status,0,0,20,,"0:Power up,1:Stop,2:Manual,3:Service,4:Safe State,5:Defrosting,6:Valve driver,7:Ther. Cutout,8:Emer. cooling,9:SH ctrl err.,10:SH start Pctrl,11:SH start fix OD,12:SH ctrl normal,13:SH ctrl MTR,14:SH ctrl LOP,15:SH ctrl minPC,16:SH ctrl MOP,17:SH ctrl maxPc,18:SH ctrl SH cl,19:SH ctrl minS4,20:SH ctrl Tc","sharing of an evaporating  pressure transmitter with multiple controllers  via CANbus
0=Off :  the local sensor is not shared
1=On: the local sensor is shared with multiple controllers"
U022,Actual SH reference,0,0,100,K,,"sharing of an condenser pressure transmitter with multiple controllers  via CANbus
0=Off :  the local sensor is not shared
1=On: the local sensor is shared with multiple controllers"
U021,Actual superheat,0,0,100,K,,"sharing of an S3 media inlet  with multiple controllers  via CANbus
0=Off :  the local sensor is not shared
1=On: the local sensor is shared with multiple controllers"
U024,Actual OD,0,0,100,%,,Read actual operation status
U100,Actual step,0,0,10000,stp,,Read the actual superheat reference
U028,Actual temperature reference,0,0,100,K,,Read measured superheat at suction line
U020,S2 suction pipe,-50,-50,150,°C,,Read the actual valve opening degree in %
U027,S3 media inlet,-50,-50,150,°C,,Read the actual valve opening degree in step
U016,S4 media outlet,-50,-50,150,°C,,"Read actual temperature reference
(active setpoint + any contribution from external signal)"
U025,Pe evaporator,0,-1,200,barg,,Read the temperature of the S2 Suction line sensor measured at the evaporator outlet
U026,Te saturated evaporation temperature,0,0,100,°C,,Read  temperature of  the S3  sensor at the media inlet
U104,Pc condenser,0,-1,200,barg,,Read  temperature of  the S4 sensor at the media outlet
U105,Tc saturated condenser temperature,0,0,100,°C,,Read evaporating pressure measured by pressure transmitter at evaporator outlet
U101,Actual battery voltage,0,0,30,V,,Read saturated evaporating temperature
U058,Liquid line solenoid valve,0,0,1,,"0:Off,1:On",Read condensing pressure
U114,Alarm relay,0,0,1,,"0:Off,1:On",Read saturated  condensing temperature
U007,External reference signal,0,0,12,V,,Read the actual  voltage of the battery connected to the  backup battery terminals of the controller
U006,External reference signal,0,0,24,mA,,read the status of Liquid line solenoid valve
U107,Act. ext. ref. temperature offset,0,0,40,K,,read the status of alarm relay
U108,Act. ext. ref. SH offset,0,0,40,K,,Read value of external voltage signal 
U124,Act. ext.ref. max. OD,0,0,100,%,,Read value of external voltage signal 
U109,DI main switch,0,0,1,,"0:Off,1:On",read the external signal contribution to temperature reference
U110,DI defrost start,0,0,1,,"0:Off,1:On",Read the external signal contribution to sh reference
U111,DI preset OD,0,0,1,,"0:Off,1:On",OD when external signal is at max
U112,DI heating,0,0,1,,"0:Off,1:On",read the status of DI main switch signal
U018,Thermostat cut-in time,0,0,16300,min,,read the status of DI defrost start signal
U119,Thermostat average cut-in time,15,0,16300,min,,read the status of DI preset OD signal
U120,Thermostat average cut-out time,15,0,16300,min,,read the status of DI heating signal
U122,Average temperature,0,0,100,°C,,Read the ongoing cut-in time for the thermostat or the duration of the last completed cut-in.
U121,Average SH,0,0,100,K,,Read the average cutin time taken over the 5 latest cutin
O018,Manual mode,0,0,1,,"0:Off,1:On",Read the average cutout time taken over the 5 latest cutin
B101,Manual mode timeout,60,0,3600,s,,Average temperature on the thermostat sensor
O045,Manual OD,0,0,100,%,,"Average superheat, only updated when superheat control is active"
B100,Manual step,0,0,8000,stp,,"Manual control of outputs
For service purposes the individual relay outputs and valve can be controlled.
0=OFF:  No override
1=ON: valve relay can be controlled.
Going into manual mode no output will change from the current position/OD."
B104,Manual homing,0,0,1,,"0:Off,1:On",Manual mode time out and go to off when  Manual mode timeout is exceeded. Setting to zero no timeout will happen.
B103,Manual relay DO1,0,0,1,,"0:Off,1:On","This feature is basically use in a service mode to drive the stepper motor valve to the desired level.  
The desired valve OD is provided in OD%. "
B007,Apply defaults,0,0,3,,"0:None,1:Factory,2:EKD 316 like,3:EKC 316 like","This feature is basically use in a service mode to drive the stepper motor valve to the desired level.  
The desired valve OD is provided in steps??  "
B105,Enter service state,0,0,1,,"0:Off,1:On","This feature is basically use in a service mode. On enabling Manual homing the valve will close to zero OD% and overdrives it in the closing direction.
1=on: start the homing, when done the value will revert to off."
w03,Temperature difference,10,3,20,K,,"This feature is basically use in a service mode to drive the DO1 to the desired position.  
0= off: alarmrelay contact on C and NO, LLSV contact on C  and NC
1= on: alarmrelay contact on C and NC, LLSV contact on C  and NO"
w04,Valve Dim,40,30,70,%,,"On setting the Apply defaults, the original factory default values corresponds to its software version will be loaded.  Warning: All the customized settings will deleted and cannot be recovered on setting this value. The value will revert back to Zero once factory setting has been applied."
w05,Heat valve dim,40,10,100,%,,"EKE has a service mode which is a simple and direct way to control the valve. MMIGRS is need to run this mode
1=ON: EKE  will restart and go into the service mode. It will stay in the service mode until the service mode is cancel by the user on the MMIGRS"
w06,Heat temperature difference,10,3,20,K,,Give in  typical temperature difference for cooling operation (media in- evap. temp.) S3-Te in typical condition where desired SH is established.
X001,Modbus Heating,0,0,1,,"0:Off,1:On",Give the designed OD for normal cooling  operation at steady state.  Take the help of Coolselector 2 to caluclate the load if needed.
X002,Modbus preset OD,0,0,1,,"0:Off,1:On",Give the designed OD for normal heating operation at steady state. Take the help of Coolselector 2 to caluclate the load if needed.
X003,Modbus defrost start,0,0,1,,"0:Off,1:On",Give in  typical temperature difference for heating operation (media in- evap. temp.) S3-Te in typical condition where desired SH is established
X004,Modbus main switch,0,0,1,,"0:Off,1:On","Modbus communication is needed for this feature
Enable or disable the feature."
X005,Bus shared Pc,0,-1,200,barg,,"Modbus communication is needed for this feature
Enable or disable the feature.

"
X006,Bus shared  Pe,0,-1,200,barg,,"Modbus communication is needed for this feature
Enable or disable the feature.
"
X007,Bus shared S2,0,-200,200,°C,,"Modbus communication is needed for this feature
Enable or disable the feature."
X008,Bus shared S3,0,-200,200,°C,,"Pc Condenser pressure signal shared to EKE via modbus in the unit barg, if used signalmust be updated constantly"
X009,Bus shared S4,0,-200,200,°C,,"Pe Suction pressure signal shared to EKE via modbus in the unit barg,  if used signalmust be updated constantly"
X010,Bus ext. ref.,0,-100,100,,,"S2 suction pipe temperature signal shared to EKE via modbus in the unit °C, if used signalmust be updated constantly"
X011,event log Enabled,1,0,1,,"0:Off,1:On","S3 media inlet temperature signal shared to EKE via modbus in the unit °C, if used signalmust be updated constantly"
X012,event log Clear,0,0,1,,,"S4 media outlet pipe temperature signal shared to EKE via modbus in the unit °C, if used signalmust be updated constantly"
X013,Life time,0,0,2147483647,h,,"External signal shared to EKE via modbus in the unit %, if used signalmust be updated constantly"
X014,Maximum execution time,0,0,1000,ms,,
X015,Number of active alarms,0,0,100,,,
X016,Alarm notification,0,0,1,,"0:No alarms,1:Alarms active",
X040,Alarm status,0,0,1,,"0:Off,1:On",
X017,Warning status,0,0,1,,"0:Off,1:On",Number af active alarms
X018,Error status,0,0,1,,"0:Off,1:On",One or more active alarms or warrings
X020,Main switch status,0,0,1,,,active at one or more active application alarms
U102,Injection state,0,0,4,,"0:Off,1:Startup,2:Injection,3:Error,4:Ther. Cutout",active at one or more active warnings
U117,Controller state,0,0,5,,"0:Powerup,1:Stop,2:Operation,3:Manual,4:Service,5:Safe",active at one or more active errors
U103,Injection details,0,0,12,,"0:Off,1:SH ctrl normal,2:SH ctrl MTR,3:SH ctrl LOP,4:SH ctrl MOP,5:SH ctrl minPC,6:SH ctrl maxPc,7:SH ctrl SH cl,8:SH ctrl minS4,9:Start P.Control,10:Start Fixed,11:Manual,12:SH ctrl Tc",
U116,Actual operation,0,0,5,,"0:None,1:Defrosting,2:Thermostat,3:Injection,4:Driver,5:Emer. cooling",Read state of injection operation
X021,Valve Version High,0,0,65535,,,Read main state machine state 
X022,Valve Version Low,0,0,65535,,,Read detailed info on SH control incl limitors
X023,Valve Version Major,0,0,65535,,,Read consolidated controller status
X024,Valve Version Minor,0,0,65535,,,
X025,Valve Date High,0,0,65535,,,
X026,Valve Date Low,0,0,65535,,,
X027,Valve current position,0,0,10000,steps,,
X028,Valve target position,0,0,10000,steps,,
X029,Valve current state,0,0,14,,"0:Init,1:Config,2:Init Close,3:Auto,4:Manual,5:Service,6:Overdrive,7:Man. Overdrive,8:Emer Close,9:Emer Close Comp.,10:Batt Disable,11:Reset,12:Stepper Fault,13:OC Fault,14:Voltage too low",
X030,Start overdrive command,0,0,3,,"0:IDLE,1:START,2:CMD_SENT,3:RUNNING",Read the valve status
X031,Service number of steps,0,-32767,32767,,,Read the valve targeted position
X032,EKE 1V Variant,2,0,2,,"0:EKE 1A,1:EKE 1B,2:EKE 1C",
X033,Power fault enabled,1,0,1,,"0:Off,1:On",
X034,Stepper fault enabled,1,0,1,,"0:Off,1:On",input the number of steps which must be taken in service mode
X035,Communication fault enabled,1,0,1,,"0:Off,1:On",
X036,Open circuit fault enabled,0,0,1,,"0:Off,1:On",
X054,Max. diff. between coil current and setting,80,0,100,,,
X055,Max. diff. between coil currents,40,0,100,,,
X037,User controls LEDs,0,0,1,,"0:Off,1:On",
X038,Green LED pattern,0,0,65535,,,
X039,Red LED pattern,0,0,65535,,,
X041,AI1 configuration (internal),0,0,2,,"0:Not Used,1:S3,2:S4",Set the function to control behavior of LEDs at the powerport
X042,AI4 configuration (internal),0,0,2,,"0:Not Used,1:ExtRef,2:pc","Bit code to control behavaior of green LED at  thepower port
The period is 2 sec, the parameter define the on time.
 (ex: 0x0FF = 1 sec off pause, 1 sec on = 1/2 Hz, 0x0F0F = blink every sec = 1 Hz)"
X043,AI5 configuration (internal),0,0,2,,"0:Not Used,1:S3,2:S4","Bit code to control behavaior of red LED at the power port
The period is 2 sec, the parameter define the on time.
 (ex: 0x0FF = 1 sec off pause, 1 sec on = 1/2 Hz, 0x0F0F = blink every sec = 1 Hz)"
X044,S2 sensor configuration (internal),0,0,6,,"0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared,6:AKS","AI1 can have multiple functions
0 = Not Used: nothing connected 
1 = S3: S3 media inlet connected
2 = S4: S4 media outlet connected"
X045,S3 sensor configuration (internal),0,0,6,,"0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared,6:AKS","AI4 can have multiple functions
0 = Not Used: nothing connected
1 = ExtRef: External reference signal connected
2= Pc : Condenser pressure transmitter connected(only relevant for EKE 1C)
"
X046,S4 sensor configuration (internal),0,0,6,,"0:Not defined,1:EKS 221,2:ACCPBT NTC10K,3:MBT 153 10K,4:112CP,5:Bus Shared,6:AKS","AI5 can have multiple functions
0 = Not Used: nothing connected
1 = S3: S3 media inlet connected
2 = S4: S4 media outlet connected"
X047,Pe transmitter configuration (internal),0,0,14,,"0:Not defined,1:AKS 32R,2:ACCPBP Ratio,3:112CP,4:OEM Ratio,5:NSK,6:AKS 32 1-5V,7:OEM Voltage,8:Bus shared,9:AKS 32 1-6V,10:AKS 32 0-10V,11:AKS 33,12:XSK,13:ACCPBP Current,14:OEM Current",S2 is the temperature sensor mounted at the evaporator outlet.  This is the main sensor used for superheat calculation. Define the type of Danfoss Temperature sensor / OEM temperature sensor
X048,Pe voltage low (internal),0,0,10,V,,S3 is the temperature sensor that measures the media inlet temperature. Define the type of Danfoss Temperature sensor / OEM temperature sensor
X049,Pe voltage high (internal),10,0,10,V,,S4 is the temperature sensor that measures the media outlet temperature. Define the type of Danfoss Temperature sensor / OEM temperature sensor
X050,Pc transmitter configuration (internal),0,0,14,,"0:Not defined,1:AKS 32R,2:ACCPBP Ratio,3:112CP,4:OEM Ratio,5:NSK,6:AKS 32 1-5V,7:OEM Voltage,8:Bus shared,9:AKS 32 1-6V,10:AKS 32 0-10V,11:AKS 33,12:XSK,13:ACCPBP Current,14:OEM Current",Pe is the Pressure Transmitter mounted at the evaporator outlet.  This is the main Pressure transmitter used for superheat calculation. Define the type of Danfoss Pressure Transmitter / OEM Pressure Transmitter
X051,Ext ref. configuration (internal),0,0,9,,"0:Not Used,1:V->SH,2:V->Max OD,3:V->Temp,4:Modbus->SH,5:Modbus->Max OD,6:Modbus->T.,7:mA->SH,8:mA->Max OD,9:mA->Temp",USE only for non Danfoss/ OEM ratiometric voltage pressure transmitter. Define the lower voltage range for Pe pressure transmitter
X052,Driver reference configuration (internal),0,0,3,,"0:Voltage to OD,1:Modbus to OD,2:Modbus to steps,3:Current to OD",USE only for non Danfoss/ OEM ratiometric voltage pressure transmitter. Define the higher voltage range for Pe pressure transmitter
X053,DI3 configuration (internal),0,0,3,,"0:Not Used,1:Defrost Start,2:Preset OD,3:Heat/Cool",Pc measures the saturated Pressure in condenser. Define the type of Danfoss Pressure Transmitter / OEM Pressure Transmitter.
E100,Valve configuration error,0,0,1,,"0:Off,1:On","define how the external refernce signal is used
0 = Not Used: no external signal
1 = mA->Temp: External current signal offset temperature reference
2 = V->Temp:External voltage signal offset temperature reference
3 = mA->SH: External current signal offset superheat reference
4 = V->SH: External voltage signal offset superheat reference
5 = Modbus->SH : Modbus give offset to superheat reference 
6 = Modbus->T: Modbus give offset to temperature reference "
E101,Configuration error,0,0,1,,"0:Off,1:On","EKE can be used as a Valve driver using analogue signal or via Modbus signal. Note: If master controller has possibility to use both voltage and a current signal then use current signal as a prefered signal.
0 = Voltage to OD:  valve OD controlled via voltage signal
1 = Current to OD  valve OD controlled via current signal
 2 = Modbus to OD: Valve OD controlled over modbus (unit %)
3 = Modbus to steps: Valve OD controlled over modbus (unit %)"
E102,Sensor supply overload,0,0,1,,"0:Off,1:On","only relevant for EKE 1A
DI3 can multiple functions
0 = Not Used: nothing connected
1 = Defrost Start: dry contact for defrost start signal
2 = Preset OD: dry contact for preset of OD signal
3 = Heat/Cool: dry contact for set of heat/cool mode"
E024,S2 suction pipe sensor error,0,0,1,,"0:Off,1:On",One or more valve configuration errors is blocking operation of stepper valve. Check the other active alarms to identify the valve configuration problem
E025,S3 media inlet sensor error,0,0,1,,"0:Off,1:On",One or more configuration errors is blocking operation to start. Check the other active alarms to identify the configuration problem
E026,S4 media outlet sensor error,0,0,1,,"0:Off,1:On","Sensor supply is overloaded. The output is set off until the load is reduced, Check for short to COM  "
E020,Pe evaporator transmitter error,0,0,1,,"0:Off,1:On","S2 suction pipe sensor signal is found to be out of out of range, please check connection and I040 S2 sensor configuration"
E121,Pc condenser transmitter error,0,0,1,,"0:Off,1:On","S3 media inlet sensor signal is found to be out of  range, please check connection and I041- S3 sensor configuration."
E019,External reference signal alarm,0,0,1,,"0:Off,1:On","S4 media outlet sensor signal is found to be out of out of range, please check connection and I042 S4 sensor configuration"
E011,No refrigerant selected,0,0,1,,"0:Off,1:On","Pe evaporator transmitter  signal is found to be out of out of range, please check connection and I043 Pe transmitter configuration"
E103,No valve configured,0,0,1,,"0:Off,1:On","Pc transmitter  signal is found to be out of out of range, please check connection and I044 Pc transmitter configuration"
E122,Shared signal timeout,0,0,1,,"0:Off,1:On","External offset/reference signal is out of range, please check connection and O010 Ext ref configuration and relevant high/low settings"
E128,Ext. ref. via modbus timeout,0,0,1,,"0:Off,1:On","No refrigerant is selected, configure the correct refrigerant. See O030 Refrigerant"""""
A997,Battery critical low voltage,0,0,1,,"0:Off,1:On",No valve selected. Please configure the correct valve in I067 Valve configuration
A996,Battery too high voltage,0,0,1,,"0:Off,1:On",A needed control / sensor /  reference signal via CAN bus is missing. Check CAN bus connection and operation of other CAN bus controllers.
W001,Battery low voltage,0,0,1,,"0:Off,1:On",A needed control / sensor /  reference signal via Modbus is missing. Check Modbus connection and operation of other Modbus controllers.
A994,Low S4 media outlet temperature,0,0,1,,"0:Off,1:On","Battery voltage is found to be critical low, valve will not be closed in case of power fail. Replace battery /check connections"
A993,High temperature,0,0,1,,"0:Off,1:On",Battery voltage is too high. Valve will not be closed in case of power fail. Replace battery with one of correct type (18-24V.).
A992,Low temperature,0,0,1,,"0:Off,1:On","Battery voltage is found to be low, replace battery."
A991,High evaporation pressure (MOP),0,0,1,,"0:Off,1:On",Media out temperature is below alarm limit and alarm delay has expired.
A990,Low evaporation pressure (LOP),0,0,1,,"0:Off,1:On",Thermostat temperature is higher than alarm limit and alarm delay has expired
A989,High condensing temperature,0,0,1,,"0:Off,1:On",Thermostat temperature is lower than alarm limit and alarm delay has expired
A988,High superheat,0,0,1,,"0:Off,1:On",Pe / Te is higher than alarm limit and alarm delay has expired.
A987,Low superheat,0,0,1,,"0:Off,1:On",Pe / Te is lower than alarm limit and alarm delay has expired.
A986,Lack of valve capacity,0,0,1,,"0:Off,1:On",Pc / Tc is higher than alarm limit and alarm delay has expired.
W002,Standby mode,0,0,1,,"0:Off,1:On",Superheat is higher  than alarm limit and alarm delay has expired.
W003,Manual control,0,0,1,,"0:Off,1:On",Superheat is below alarm limit and alarm delay has expired.
E104,SH reference too close to SH close setpoint,0,0,1,,"0:Off,1:On",Valve is running close to full capacity for long time. 
E105,LOP setpoint too close to MOP setpoint,0,0,1,,"0:Off,1:On",The controller is standby due R012 Main switch and/or DI main switch is off
E129,No sensor configured for S4,0,0,1,,"0:Off,1:On","The controller is manual control, no automatic control is active and many alarm are disabled"
E106,No sensor configured for S3,0,0,1,,"0:Off,1:On","SH reference can come to close to the SH close safety functions et point, which can result in unstable operation. Keep min. 0,5K  separation between minimum SH reference and N119 SH close set point. "
E107,SH min higher than SH max,0,0,1,,"0:Off,1:On",The set point for the 2 pressure safety function Lop and Mop is to close. Keep min. 5K  separation between N011 MOP set point and N140 LOP set point
E108,OD min higher than OD max,0,0,1,,"0:Off,1:On","Operation is configured to use S4 (media out) sensor, but no S4 sensor is configured,  Correct I020 AI1 configuration or AI5 configuration and check I042 S4 sensor configuration"
E109,No transmitter configured for Pc,0,0,1,,"0:Off,1:On","Operation is configured to use S3 (media in) sensor, but no S3 sensor is configured,  Correct I020 AI1 configuration or AI5 configuration and check I041 S3 sensor configuration"
E114,Check valve step mode vs positioning,0,0,1,,"0:Off,1:On",N010 SH min. is set higher than N009 SH max..
E115,Valve speed too fast,0,0,1,,"0:Off,1:On",I066 Minimum OD is set higher than N032 Maximum OD
E116,Valve speed to slow,0,0,1,,"0:Off,1:On","Operation is configured to use Pc transmitter, but no Pc transmitter is configured. Correct I022 AI4 configuration and check I044 Pc transmitter configuration"
E117,Valve emergency speed too fast,0,0,1,,"0:Off,1:On","With I064 Valve step mode set to full"" and I029 Valve step positioning set Half step operation is possible, Correct either I029 or I064"""
E118,Valve emergency speed too slow,0,0,1,,"0:Off,1:On","Number of micro steps/sec is too high (higher than 12800 micro step/sec), Reduce I031 Valve speed or use less micro step per full step (I064 Valve step mode)"
E119,Valve start speed too slow,0,0,1,,"0:Off,1:On","Number of micro steps/sec is low (higher than 8 micro step/sec),increase I031 Valve speed or increase I032 Valve start speed or  use more micro step per full step (I064 Valve step mode)"
A999,DI1 unstable input,0,0,1,,"0:Off,1:On","Number of micro steps/sec is too high (higher than 12800 micro step/sec), Reduce I061 Valve emergency speed"
A998,DI2 unstable input,0,0,1,,"0:Off,1:On","Number of micro steps/sec is low (higher than 8 micro step/sec),increase I061 Valve emergency speed "
A983,DI3 unstable input,0,0,1,,"0:Off,1:On","Number of micro steps/sec is low (higher than 8 micro step/sec),increase I031 Valve speed or increase I032 Valve start speed or  use more micro step per full step (I064 Valve step mode)"
E124,Open circuit on valve,0,0,1,,"0:Off,1:On",DI 1 is found be unstable (many on/off within a short time). DI1 is set off until stable value is present. Check connection
E125,AI5 cant operate with AKS sensor,0,0,1,,"0:Off,1:On",DI 2 is found be unstable (many on/off within a short time). DI2 is set off until stable value is present. Check connection
E126,Valve short circuit or driver too hot,0,0,1,,"0:Off,1:On",DI 3 is found be unstable (many on/off within a short time). 3 is set off until stable value is present. Check connection
A982,Thermostatic signal missing,0,0,1,,"0:Off,1:On",Valve have a open circuit on one or more coils. Check connections to valve.
A981,SH control signal missing,0,0,1,,"0:Off,1:On",EKE 1C does not support AKS sensor on AI5. Please use a temperature sensor on NTC type on AI5. Correct  I022 AI5 configuration
E123,Low supply voltage,0,0,1,,"0:Off,1:On",Valve driver is unable to drive valve. Check for short the coils or if ambient is higher than 60 °C
E132,No sensor configured for S2,0,0,1,,"0:Off,1:On","Signal for thermostat is missing  due to sensor errors, check S3 or S4"
E133,No transmitter configured for Pe,0,0,1,,"0:Off,1:On","Signal for superheat calculation is missing , check S2 and Pe"
E134,Ext. ref configuration error,0,0,1,,"0:Off,1:On",Supply voltage is found to be lower than expected tolerance
,,,,,,,No sensor type defined for S2
,,,,,,,No pressure  transmitter type defined for Pe
,,,,,,,Check the external reference signal.
