MenuCode,Name,DefaultValue,Min,Max,Unit,Enum,Help
"S2A","Access S2 Application","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"o1C","Access DO1 Config","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"b1C","Access Button 1 Short Config","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"b1L","Access Button 1 Long Config","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"b2C","Access Button 2 Short Config","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"b2L","Access Button 2 Long Config","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"b3C","Access Button 3 Short Config","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"b3L","Access Button 3 Long Config","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"b4C","Access Button 4 Short Config","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"b4L","Access Button 4 Long Config","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"SEt","Access Set point","63.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"SPr","Access Set point adjustment ratio","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"diF","Access Differential","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"HSE","Access High Set point","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"LSE","Access Low Set point","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"PLt","Access Pull-down limit temp","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"dtt","Access Def terminate temp","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"dEt","Access Defrost start evaporator temp.","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"ddt","Access Defrost Delta T (ddt)","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"drt","Access Def reset temp","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Pot","Access Power-on temperature","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"doF","Access Display Offset","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"HAt","Access High Temp Alarm","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"LAt","Access Low Temp Alarm","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Hto","Access Holiday Temperature Offset","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"t1A","Access Temp Adj. for S1","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"t2A","Access Temp Adj. for S2","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Pcy","Access Pull-down Cycling","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Pdi","Access Pull-down defrost Interval","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Pdd","Access Pull-down duration","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"dii","Access Def Min Interval","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"dAt","Access Def Max time","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"dAi","Access Def Max Interval","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"dit","Access Def Min Time","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"doC","Access Defrost by Comp. running time","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"idi","Access Initial Defrost Interval","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"idd","Access Initial Defrost Duration","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"uLi","Access Minimum Cutin voltage","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"uLo","Access Minimum cut-out voltage","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"uHi","Access Maximum voltage","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Ert","Access Error run time","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"ESt","Access Error stop time","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"CSt","Access Min Stop time","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Crt","Access Min run time","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Cot","Access Max Off time","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Pod","Access Power On Delay","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"CAL","Access Condenser Alarm Limit","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"CbL","Access Condenser Block Limit","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"CoL","Access Condenser OK limit","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"CLL","Access Condenser Low Temp. Limit","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"din","Access Display Intensity","63.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"ddL","Access Display Delay","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"dLt","Access Lock-time After defrost","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Htd","Access High Alarm delay","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Ltd","Access Low Alarm delay","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Pdd","Access Pulldown delay","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"LEA","Access Leakage alarm","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Abd","Access Alarm Buzzer Duration","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"tto","Access Time to pull down","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"PS1","Access Pass-word level1","63.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"PS2","Access Pass-word level2","60.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"PS3","Access Pass-word level3","48.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"ACt","Access Accumulated Compressor run time","20.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"AEt","Access Accumulated ERC run time","20.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"uAC","Access Voltage value","20.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"rL1","Access DO1 Counter","20.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"int","Access Interval Counter","20.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"dnt","Access Defrost Time Counter","20.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Snu","Access Serial Number","20.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Fir","Access Firmware Version","0.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"HAr","Access Hardware Version","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"onL","Access Order No Low","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"oEL","Access OEM Code Low","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"oEn","Access OEM Code middle","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"oEH","Access OEM Code High","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"PAr","Access Parameter Version","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"CHd","Access Manufacturing Date","20.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Ctt","Access Condensor temp","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Et1","Access Evaporator1 temp","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Aus","Access AUX temp","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Att","Access Air temp","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Scs","Access Show Compressor Symbol","0.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"Sds","Access Show Defrost Symbol","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"PF1","Access Relay Power Factor","52.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"dbr","Access Database version","21.0","2.0","15.0"," ","0:--,1:WO,2:RO,3:RW","RO- Read only; WO- Write only;RW- Read and write; -- Not visible"
"ous","DOs Status (Relay 1)","2.0","0.0","999.0","","","DOs Status"
