Group_Code,Menu_Code,Group_Name,Name,PNU,Default_Value,Minimum_Value,Maximum_Value,Unit,Scaling,Datatype,Enum,Read_Only,Help,Decimals,Variable_Name,Visibility_Index,Visibility_Rule,Alarm_Parameter_Idx,Unique_ID,ItemType,CopyType,Enum_Vis_List_Idx,Group_VisibilityIdx
,Y63,Configuration,AI6 Function,2730,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056378,0,1,,1056378,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,Y64,Configuration,AI7 Function,2731,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056394,33,GetVar(148) != 1 and GetVar(148) != 4,,1056394,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,U69,Configuration,AO1 Function,2699,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056266,0,1,,1056266,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,u00,Thermostat control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[],1
,U74,Thermostat control,Control state B,2734,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053865,3,GetVar(148) > 1,,1053865,R,N,[],1
,U83,Thermostat control,Control state C,2743,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1055837,4,GetVar(148) == 3,,1055837,R,N,[],1
,u17,Thermostat control,Thermostat air temp. A,2532,0,-200,200,°C,0,Float,,0,Thermostat temperature,1,Id_1053472,0,1,,1053472,R,N,[],1
,U77,Thermostat control,Thermostat air temp. B,2737,0,-200,200,°C,0,Float,,0,Thermostat temperature,1,Id_1053583,35,GetVar(148) > 1 and GetVar(1) < 3,,1053583,R,N,[],1
,U86,Thermostat control,Thermostat air temp. C,2746,0,-200,200,°C,0,Float,,0,Thermostat temperature,1,Id_1055750,36,GetVar(148) == 3 and GetVar(1) < 3,,1055750,R,N,[],1
,U72,Thermostat control,Food temperature A,2702,0,-200,200,°C,0,Float,,0,Read out of food temperature,1,Id_1053451,0,1,,1053451,R,N,[],1
,u16,Thermostat control,S4 Air OFF evap. A,2531,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053726,0,1,,1053726,R,N,[],1
,U76,Thermostat control,S4 Air OFF evap. B,2736,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053921,3,GetVar(148) > 1,,1053921,R,N,[],1
,U85,Thermostat control,S4 Air OFF evap. C,2745,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1055893,4,GetVar(148) == 3,,1055893,R,N,[],1
,u13,Thermostat control,Night condition,2533,0,0,1,,0,,"0:OFF,1:ON",0,Status at the day-/night operation (night operation: on/off),0,Id_1048672,0,1,,1048672,R,N,[],1
,u90,Thermostat control,Thermostat cutin temp.,2612,4,-200,200,°C,0,Float,,0,Readout of the actual cutin value for the thermostat,1,Id_1053475,0,1,,1053475,R,N,[],1
,u91,Thermostat control,Thermostat cutout temp.,2613,2,-200,200,°C,0,Float,,0,Readout of the actual cut out value for the thermostat,1,Id_1053476,0,1,,1053476,R,N,[],1
,u18,Thermostat control,Thermostat runtime A,2539,0,0,999,minutes,0,INT,,0,Read the ongoing cutin time for the thermostat or the duration of the last completed cutin,0,Id_1053474,0,1,,1053474,R,N,[],1
,U78,Thermostat control,Thermostat runtime B,2738,0,0,999,minutes,0,INT,,0,Read the ongoing cutin time for the thermostat or the duration of the last completed cutin,0,Id_1053585,35,GetVar(148) > 1 and GetVar(1) < 3,,1053585,R,N,[],1
,U87,Thermostat control,Thermostat runtime C,2747,0,0,999,minutes,0,INT,,0,Read the ongoing cutin time for the thermostat or the duration of the last completed cutin,0,Id_1055752,36,GetVar(148) == 3 and GetVar(1) < 3,,1055752,R,N,[],1
,u86,Thermostat control,Thermostat band,2607,1,1,2,,0,,"1:Band 1,2:Band 2",0,"Readout of which thermostat used for regulation: 


1= Thermostat band 1

2= Thermostat band 2",0,Id_1053470,8,(GetVar(153) == 7) || (GetVar(154) == 7) || (GetVar(155) == 7),,1053470,R,N,[],1
,r14,Thermostat control,Thermostat mode,124,1,1,3,,0,,"1:ON/OFF,2:Modulating,3:ON/OFF Common",1,"Here it is defined how the thermostat is to operate. Either as an ordinary ON/OFF thermostat or as a modulating thermostat.
When operation is ”modulating” the valve will limit the flow of refrigerant so that the temperature variation will be less than for the ON/OFF thermostat.
The thermostat differential (r01) must not be set lower than 2K for """"modulating"""".
In a decentralised plant you must select the ON/OFF thermostat setting.""",0,Id_1053442,0,1,,1053442,S,S,[],1
,r99,Thermostat control,Thermostat sensor,217,1,1,3,,0,,"1:Ther. air A,2:Average all,3:Maximum all",1,Select which sensor to be used for the thermostat control,0,Id_1056460,34,GetVar(148) > 1 and GetVar(1) == 3,,1056460,S,S,[],1
,r00,Thermostat control,Cutout 1,100,2,-50,50,°C,0,Float,,0,"Set point. 
The thermostat’s cutout value when the given thermostat band is in use",1,Id_1053499,0,1,,1053499,S,S,[],1
,r21,Thermostat control,Cutout 2,131,2,-50,50,°C,0,Float,,0,"Set point. 
The thermostat’s cutout value when the given thermostat band is in use",1,Id_1053518,8,(GetVar(153) == 7) || (GetVar(154) == 7) || (GetVar(155) == 7),,1053518,S,S,[],1
,r01,Thermostat control,Differential,101,2,0.1,20,°C,0,Float,,1,"When the temperature is higher than the set cutout + the set differential, the compressor relay will be cut in. It will cut out again when the temperature comes down to the set cutout limit",1,Id_1053501,0,1,,1053501,S,S,[],1
,r02,Thermostat control,Max cutout limit,102,50,-50,50,°C,0,Float,,0,"Setpoint limitation - 
The controller’s setting range for the thermostat setpoint may be narrowed down, so that much too high or much too low values are not set accidentally - with resulting damages.
To avoid a too high setting of the setpoint, the max. allowable reference value may be lowered",1,Id_1053467,0,1,,1053467,S,S,[],1
,r03,Thermostat control,Min cutout limit,103,-50,-50,50,°C,0,Float,,0,"Setpoint limitation - 
The controller’s setting range for the thermostat setpoint may be narrowed down, so that much too high or much too low values are not set accidentally - with resulting damages.
To avoid a too low setting of the setpoint, the min. allowable reference value may be increased",1,Id_1053468,0,1,,1053468,S,S,[],1
,r13,Thermostat control,Night offset,125,0,-50,50,°C,0,Float,,1,"Night setback value.
The thermostat’s reference will be the setpoint plus this value when the controller changes over to night operation.",1,Id_1053461,0,1,,1053461,S,S,[],1
,r62,Thermostat control,Air heater neutral zone,183,5,0,50,°C,0,Float,,1,"Heat function. 
Set the width of the Neutral Zone for changeover from cooling to heating """,1,Id_1053465,2,GetVar(148) == 4,,1053465,S,S,[],1
,r63,Thermostat control,Air heater start delay,184,240,0,240,minutes,0,INT,,1,"Time delay on transition from refrigeration phase to heating phase 
(there is not time delay on transition from heating phase to refrigeration phase)",0,Id_1053466,2,GetVar(148) == 4,,1053466,S,S,[],1
,r16,Thermostat control,Melt interval,122,1,0,10,hours,0,INT,,1,"Melt function. 
Only for control of MT cases/rooms (-5 to +10°C). The function ensures that the evaporator will not be blocked by ice crystals. Here you set how often the function is to stop the refrigeration and hence transform the ice crystals to water.",0,Id_1053464,0,1,,1053464,S,S,[],1
,r17,Thermostat control,Melt period,121,5,0,30,minutes,0,INT,,1,"Melt period. 
Here you set how long an on-going melt function is to last",0,Id_1053473,0,1,,1053473,S,S,[],1
,,Alarm limits and delays,Alarm status,2541,0,0,1,,0,,"0:OFF,1:ON",0,Actual alarm status,0,Id_1048585,0,1,,1048585,R,N,[],1
,u00,Alarm limits and delays,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[],1
,U74,Alarm limits and delays,Control state B,2734,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053865,3,GetVar(148) > 1,,1053865,R,N,[],1
,U83,Alarm limits and delays,Control state C,2743,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1055837,4,GetVar(148) == 3,,1055837,R,N,[],1
,u57,Alarm limits and delays,Alarm air temp. A,2578,0,-200,200,°C,0,Float,,0,Measured temperature for alarm thermostat,1,Id_1053497,0,1,,1053497,R,N,[],1
,U34,Alarm limits and delays,Alarm air temp. B,2671,0,-200,200,°C,0,Float,,0,Measured temperature for alarm thermostat,1,Id_1053608,3,GetVar(148) > 1,,1053608,R,N,[],1
,U92,Alarm limits and delays,Alarm air temp. C,2762,0,-200,200,°C,0,Float,,0,Measured temperature for alarm thermostat,1,Id_1055775,4,GetVar(148) == 3,,1055775,R,N,[],1
,,Alarm limits and delays,High alarm limit,2766,0,-200,200,°C,0,Float,,0,Readout of actual high alarm limit for the temperature monitoring,1,Id_1056813,0,1,,1056813,R,N,[],1
,,Alarm limits and delays,Low alarm limit,2767,0,-200,200,°C,0,Float,,0,Readout of actual low alarm limit for the temperature monitoring,1,Id_1056814,0,1,,1056814,R,N,[],1
,u16,Alarm limits and delays,S4 Air OFF evap. A,2531,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053726,0,1,,1053726,R,N,[],1
,U76,Alarm limits and delays,S4 Air OFF evap. B,2736,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053921,3,GetVar(148) > 1,,1053921,R,N,[],1
,U85,Alarm limits and delays,S4 Air OFF evap. C,2745,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1055893,4,GetVar(148) == 3,,1055893,R,N,[],1
,,Alarm limits and delays,Reset alarms,2046,0,0,1,,0,,"0:OFF,1:ON",1,"Command for resetting all alarms, unless they are still active",0,Id_1054844,0,1,,1054844,F,N,[],1
,A13,Alarm limits and delays,High alarm limit 1,10019,8,-50,50,°C,0,Float,,1,"Upper alarm limit. The limit value is set in absolute value.  
The limit value will be raised with the night offset during night operation.",1,Id_1053500,0,1,,1053500,S,S,[],1
,A14,Alarm limits and delays,Low alarm limit 1,10020,-30,-50,50,°C,0,Float,,1,"Lower alarm limit. 
The limit value is set in absolute value",1,Id_1053502,0,1,,1053502,S,S,[],1
,A20,Alarm limits and delays,High alarm limit 2,10021,8,-50,50,°C,0,Float,,1,"Upper alarm limit. The limit value is set in absolute value.  
The limit value will be raised with the night offset during night operation.",1,Id_1053519,8,(GetVar(153) == 7) || (GetVar(154) == 7) || (GetVar(155) == 7),,1053519,S,S,[],1
,A21,Alarm limits and delays,Low alarm limit 2,10022,-30,-50,50,°C,0,Float,,1,"Lower alarm limit. 
The limit value is set in absolute value",1,Id_1053521,8,(GetVar(153) == 7) || (GetVar(154) == 7) || (GetVar(155) == 7),,1053521,S,S,[],1
,A03,Alarm limits and delays,Alarm delay A,10002,30,0,240,minutes,0,INT,,1,"Alarm delay (short alarm delay on air temperature)
. If the upper or the lower alarm limit values are exceeded, a timer function will commence. The alarm will not become active until the set time delay has been passed. 
The time delay is set in minutes",0,Id_1053495,0,1,,1053495,S,S,[],1
,A12,Alarm limits and delays,Alarm delay pulldown A,10018,90,0,240,minutes,0,INT,,1,"Alarm delay at tempeature pulldown conditions (long alarm delay). 
This time delay is used during start-up, during defrost, immediately after a defrost. There will be change-over to the normal time delay when the temperature has dropped below the set upper alarm limit.",0,Id_1053496,0,1,,1053496,S,S,[],1
,A04,Alarm limits and delays,Door open alarm delay,10003,60,0,240,minutes,0,INT,,1,Time delay for door alarm,0,Id_1054316,15,(GetVar(153) == 2) || (GetVar(153) == 3) || (GetVar(154) == 2) || (GetVar(154) == 3) || (GetVar(155) == 2) || (GetVar(155) == 3),,1054316,S,S,[],1
,o89,Alarm limits and delays,Door restart inj. delay,2120,30,0,240,minutes,0,INT,,1,"Start of refrigeration when door is open. 
If the door has been left open, refrigeration will be started after the set time.",0,Id_1054320,23,(GetVar(153) == 2) || (GetVar(154) == 2) || (GetVar(155) == 2),,1054320,S,S,[],1
,A27,Alarm limits and delays,Alarm delay DI 1,10028,30,0,240,minutes,0,INT,,1,Time delay for digital input alarm,0,Id_1054334,16,(GetVar(148) == 1 || GetVar(148) == 4) and ((GetVar(153) == 8) || (GetVar(153) == 9)),,1054334,S,S,[],1
,A28,Alarm limits and delays,Alarm delay DI 2,10029,30,0,240,minutes,0,INT,,1,Time delay for digital input alarm,0,Id_1055016,17,(GetVar(154) == 8) || (GetVar(154) == 9),,1055016,S,S,[],1
,U93,Alarm limits and delays,Defrost sensor temperature B,2763,0,-200,200,°C,0,Float,,0,Actual temperature of selected defrost stop sensor,1,Id_1053869,37,GetVar(148) > 1 and GetVar(18) > 0 and GetVar(27) > 0,,1053869,R,N,[],1
,u00,Humidity control,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[],2
,U57,Humidity control,Humidity sensor,2687,0,0,100,%,0,INT,,0,,0,Id_1054315,22,GetVar(148) == 4 and GetVar(287) == 1,,1054315,R,N,[],2
,h31,Humidity control,Humidity control,2261,0,0,1,,0,,"0:No,1:Yes",1,Select whether humidity control is to be used or not,0,Id_1056812,2,GetVar(148) == 4,,1056812,S,S,[],2
,h23,Humidity control,Humidity cutin,2214,70,0,100,%,0,INT,,0,Set point for the humidity control. If the relative humidity goes below the set point the humidifier is started,0,Id_1054285,22,GetVar(148) == 4 and GetVar(287) == 1,,1054285,S,S,[],2
,h24,Humidity control,Humidity differential,2215,5,1,30,%,0,INT,,1,Differential for stopping humidifier. Humidification is stopped when the humidity has increased with the set differntial above the set point,0,Id_1054290,22,GetVar(148) == 4 and GetVar(287) == 1,,1054290,S,S,[],2
,h25,Humidity control,Humidity high alarm limit,2216,100,0,100,%,0,INT,,1,High alarm limit for relative humidity,0,Id_1054287,22,GetVar(148) == 4 and GetVar(287) == 1,,1054287,S,S,[],2
,h26,Humidity control,Humidity low alarm limit,2217,0,0,100,%,0,INT,,1,Low alarm limit for relative humidity,0,Id_1054288,22,GetVar(148) == 4 and GetVar(287) == 1,,1054288,S,S,[],2
,h27,Humidity control,Humidity alarm delay,2218,60,0,240,minutes,0,INT,,1,Delay of high and low humidity alarms,0,Id_1054289,22,GetVar(148) == 4 and GetVar(287) == 1,,1054289,S,S,[],2
,h29,Humidity control,Humidity sensor - Min signal,2220,0,0,100,%,0,INT,,1,,0,Id_1054313,22,GetVar(148) == 4 and GetVar(287) == 1,,1054313,C,S,[],2
,h30,Humidity control,Humidity sensor - Max signal,2221,100,0,100,%,0,INT,,1,,0,Id_1054314,22,GetVar(148) == 4 and GetVar(287) == 1,,1054314,C,S,[],2
,h28,Humidity control,Humidity ctrl. at defrost,2219,0,0,1,,0,,"0:No,1:Yes",1,"Select how to control humidity during defrost:

No: Humidity control is stopped during defrost

Yes: Normal humidity control is running during defrost",0,Id_1054284,22,GetVar(148) == 4 and GetVar(287) == 1,,1054284,S,S,[],2
,u00,Injection control-Injection control A,Control state A,2007,0,0,48,,0,,"0:Normal ctrl.,1:Hold after defrost,2:Min ON timer,3:Min OFF timer,4:Drip off,5:Restart timer,6:Ctrl_Sout,7:Ctrl_Sin,8:Cut in delay,9:Cut out delay,10:Main switch OFF,11:Thermostat cutout,12:Frost protection S4,13:Not_used,14:Defrost,15:Fan delay,17:Door open,18:Melt period,19:Modulating temp. control,20:Emergency control,21:Injection error,22:Charging evaporator,23:Adaptive superheat control,24:Start injection,25:Manual control,26:No refrigerant selected,16:Forced closing,27:Forced_cooling1,28:AmbientMode,29:Case cleaning,30:Forced cooling,31:Door open,32:Power up delay,33:Air heating,35:Cooling_ON_B,36:Cooling_OFF_B,37:Cooling_ON_C,38:Cooling_OFF_C,39:Cooling_ON_D,40:Cooling_OFF_D,41:High_Sc,42:Heat_Recovery,43:S43,44:Sensor_error_recovery,45:Shut down controller,46:Power_Module,47:Load_shed,48:Adaptive liquid control",0,Readout of the actual control state of the controller,0,Id_1053670,0,1,,1053670,R,N,[],1
,u17,Injection control-Injection control A,Thermostat air temp. A,2532,0,-200,200,°C,0,Float,,0,Thermostat temperature,1,Id_1053472,0,1,,1053472,R,N,[],1
,u16,Injection control-Injection control A,S4 Air OFF evap. A,2531,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053726,0,1,,1053726,R,N,[],1
,u23,Injection control-Injection control A,AKV opening A,2528,0,0,100,%,0,INT,,0,Actual status of output function,0,Id_1053814,0,1,,1053814,R,N,[],1
,u25,Injection control-Injection control A,Pe Evap. pressure,2543,0,-1,200,Bar-g,0,Float,,0,Actual sensor signal,1,Id_1053753,0,1,,1053753,R,N,[],1
,u26,Injection control-Injection control A,Te Evap. temp.,2544,0,-200,200,°C,0,Float,,0,Temperature converted from pressure,1,Id_1053754,0,1,,1053754,R,N,[],1
,u20,Injection control-Injection control A,S2 Gas outlet A,2537,0,-200,200,°C,0,Float,,0,Actual sensor value,1,Id_1053700,0,1,,1053700,R,N,[],1
,u21,Injection control-Injection control A,Superheat A,2536,0,-200,200,°C,0,Float,,0,Readout of actual superheat at the outlet of the evaporator,1,Id_1053779,0,1,,1053779,R,N,[],1
,u22,Injection control-Injection control A,Superheat reference A,2535,0,-200,200,°C,0,Float,,0,Read out of the actual superheat reference,1,Id_1053780,0,1,,1053780,R,N,[],1
,n10,Injection control-Injection control A,Min superheat limit,3021,3,2,20,°C,0,Float,,1,Min. value for the superheat reference,1,Id_1053776,0,1,,1053776,S,S,[],1
,n09,Injection control-Injection control A,Max superheat limit,3015,12,2,20,°C,0,Float,,1,Max. value for the superheat reference,1,Id_1053775,0,1,,1053775,S,S,[],1
,n11,Injection control-Injection control A,MOP temperature,3013,15,-50,15,°C,0,Float,,1,"MOP temperature. The valve opening degree is reduced until the evaporating temperature reaches the set MOP limit. 
If no MOP function is required, select highest value, which corresponds to OFF",1,Id_1053777,0,1,,1053777,S,S,[],1
,n13,Injection control-Injection control A,AKV Period time,3019,6,3,6,s,0,INT,,1,Period time for the pulse width modulation,0,Id_1053813,0,1,,1053813,S,S,[],1
,P87,Injection control-Injection control A,Min superheat liquid ctrl,3153,1,0,20,°C,0,Float,,1,Min. value for the superheat reference during adaptive liquid control,1,Id_1053797,0,1,,1053797,S,S,[],1
,P86,Injection control-Injection control A,Max superheat liquid ctrl.,3152,3,0,20,°C,0,Float,,1,Max. value for the superheat reference during adaptive liquid control,1,Id_1053796,0,1,,1053796,S,S,[],1
