ParameterName,DB_Menucode,KP_Menucode,Result,DB_DefaultValue,KP_DefaultValue,Result,DB_MinValue,KP_MinValue,Result,DB_MaxValue,KP_MaxValue,Result,DB_Unit,KP_Unit,Result,DB_Info,KP_Info,Result
Display Delay,ddL,ddL,True,0,0,True,0,0,True,10,10,True,min,min,True,"Display Delay
In order to provide a realistic temperature appearance for an application,
a display delay can be set.
The parameter sets the time constant ô (tau) of the moving average filter
for the display.
Physically, one time constant represents the time it takes the system’s
step-response to reach 66% of its final value and five time-constants
the time it takes to reach 99% of its final value.","Display Delay
In order to provide a realistic temperature appearance for an application,
a display delay can be set.
The parameter sets the time constant ô (tau) of the moving average filter
for the display.
Physically, one time constant represents the time it takes the system’s
step-response to reach 66% of its final value and five time-constants
the time it takes to reach 99% of its final value.",True
Display Offset,doF,doF,True,0,0.00,False,-10,-10.00,False,10,10.00,False,K,K,True,"Display Offset
This parameter is a relative value and allows the temperature displayed
to be different to the temperature measured.
For instance, at a measured temperature of 7°C and ""doF"" set to -2K, the
displayed temperature will be 5°C instead.","Display Offset
This parameter is a relative value and allows the temperature displayed
to be different to the temperature measured.
For instance, at a measured temperature of 7°C and ""doF"" set to -2K, the
displayed temperature will be 5°C instead.",True
Lock-time After defrost,dLt,dLt,True,15,15,True,0,0,True,60,60,True,min,min,True,"Lock Time After Defrost
In order not to show a rising temperature during defrosting, the displayed
temperature is locked at the temperature shown at the start of the defrost
cycle for the number of minutes set in this parameter.
""0"": no lock.","Lock Time After Defrost
In order not to show a rising temperature during defrosting, the displayed
temperature is locked at the temperature shown at the start of the defrost
cycle for the number of minutes set in this parameter.
""0"": no lock.",True
Show Economy/Night Mode,SEC,SEC,True,No,No,True,0,,False,1,,False,,,True,"Show Economy State
If set to ""yES"", this parameter causes the display to show ECO when the
system is in ECO mode.
If set to ""nO"", the temperature continues to be displayed.","Show Economy State
If set to ""yES"", this parameter causes the display to show ECO when the
system is in ECO mode.
If set to ""nO"", the temperature continues to be displayed.",True
Show Holiday,SHo,SHo,True,No,No,True,0,,False,1,,False,,,True,"Show Holiday
""no"": display will show temperature or ECO mode during holiday mode.
""yES"": display will show ""HoL"" during holiday mode.","Show Holiday
""no"": display will show temperature or ECO mode during holiday mode.
""yES"": display will show ""HoL"" during holiday mode.",True
Show Defrost,SdF,SdF,True,Yes,Yes,True,0,,False,1,,False,,,True,"Show Defrost
If set to ""yES"", this parameter causes the display to show DEF when the
system is in defrost mode. If set to ""nO"", the temperature continues to
be displayed.","Show Defrost
If set to ""yES"", this parameter causes the display to show DEF when the
system is in defrost mode. If set to ""nO"", the temperature continues to
be displayed.",True
High Temp Alarm,HAt,HAt,True,15,15.00,False,-100,-100.00,False,200,200.00,False,°C,°C,True,"High Temp Alarm
Absolute value.
By setting ""HAt"" to the maximum alarms will be deactivated.","High Temp Alarm
Absolute value.
By setting ""HAt"" to the maximum alarms will be deactivated.",True
Low Temp Alarm,LAt,LAt,True,-50,-50.00,False,-100,-100.00,False,200,200.00,False,°C,°C,True,"Low Temp Alarm
Absolute value.
By setting ""LAt"" to the minimum value, alarms will be deactivated.
In most situations, the low alarm delay will be set to 0 to warn about
too low a temperature immediately.","Low Temp Alarm
Absolute value.
By setting ""LAt"" to the minimum value, alarms will be deactivated.
In most situations, the low alarm delay will be set to 0 to warn about
too low a temperature immediately.",True
High Alarm delay,Htd,Htd,True,30,30,True,0,0,True,240,240,True,min,min,True,"Alarm delay on high temperature alarm
The number of minutes to wait before sounding an alarm once the
high temperature alarm temperature is reached.","Alarm delay on high temperature alarm
The number of minutes to wait before sounding an alarm once the
high temperature alarm temperature is reached.",True
Low Alarm delay,Ltd,Ltd,True,0,0,True,0,0,True,240,240,True,min,min,True,"Alarm delay on low temperature alarm
The number of minutes to wait before sounding an alarm once the
low temperature alarm temperature is reached.","Alarm delay on low temperature alarm
The number of minutes to wait before sounding an alarm once the
low temperature alarm temperature is reached.",True
Pulldown delay,Pdd,Pdd,True,240,240,True,0,0,True,960,960,True,min,min,True,"Pull down delay
Normally, it is not necessary or desirable to sound an alarm during a pull
down (the initial phase of reaching the desired temperature). This
parameter prevents the high temperature alarm ""HAt"" sounding during pull down
and after a defrost for the number of minutes set for the parameter.
NOTE: it does not apply to the low temperature alarm ""LAt"".","Pull down delay
Normally, it is not necessary or desirable to sound an alarm during a pull
down (the initial phase of reaching the desired temperature). This
parameter prevents the high temperature alarm ""HAt"" sounding during pull down
and after a defrost for the number of minutes set for the parameter.
NOTE: it does not apply to the low temperature alarm ""LAt"".",True
Door Open delay,dod,dod,True,2,2,True,0,0,True,60,60,True,min,min,True,"Door Open delay
It is possible to indicate to customers that a door has accidentally been
left open. This parameter sets the delay in minutes before the alarm sounds.
This is useful in environments where customers/users may hold the door
open while making their selection. If the door is closed again before
the set number of minutes is reached, the alarm does not sound.
NOTE: a door sensor is required if this parameter is to be activated.","Door Open delay
It is possible to indicate to customers that a door has accidentally been
left open. This parameter sets the delay in minutes before the alarm sounds.
This is useful in environments where customers/users may hold the door
open while making their selection. If the door is closed again before
the set number of minutes is reached, the alarm does not sound.
NOTE: a door sensor is required if this parameter is to be activated.",True
Voltage alarm,uAL,uAL,True,No,No,True,0,,False,1,,False,,,True,"Voltage alarm
""no"": no voltage alarm.
""yES"": voltage alarm activated.","Voltage alarm
""no"": no voltage alarm.
""yES"": voltage alarm activated.",True
Leakage alarm,LEA,LEA,True,0,0,True,0,0,True,96,96,True,hour,hour,True,"Leakage alarm
Leakage detection for compressor protection.
""0"": disable","Leakage alarm
Leakage detection for compressor protection.
""0"": disable",True
Alarm Buzzer Duration,Abd,Abd,True,0,0,True,0,0,True,999,999,True,min,min,True,"Alarm Buzzer Duration
The alarm sounds for 10 seconds, followed by silence for 50 seconds.
One alarm sequence therefore lasts 60 seconds. These values cannot be
changed. This parameter determines how long in minutes an audible
alarm will continue while there is still a reason to have an alarm.
If set to 999, the alarm will continue to sound until the reason for the
alarm is cleared – for example the temperature has dropped enough or
the door closed. In some cases, it may be necessary for a user or technician
to take action in order to clear the alarm. If set to 0, the alarm will never
sound.","Alarm Buzzer Duration
The alarm sounds for 10 seconds, followed by silence for 50 seconds.
One alarm sequence therefore lasts 60 seconds. These values cannot be
changed. This parameter determines how long in minutes an audible
alarm will continue while there is still a reason to have an alarm.
If set to 999, the alarm will continue to sound until the reason for the
alarm is cleared – for example the temperature has dropped enough or
the door closed. In some cases, it may be necessary for a user or technician
to take action in order to clear the alarm. If set to 0, the alarm will never
sound.",True
Auto Clearance of Alarm,ACA,ACA,True,Yes,Yes,True,0,,False,1,,False,,,True,"Auto Clear of Alarm/Error/ACA
If this parameter is set to ""nO"":
The alarm status will not disappear automatically even if the condition
which caused the alarm is no longer valid or present.
If set to ""yES"":
As soon as the condition which caused the alarm is no longer valid or
present, the alarm status will automatically change back to inactive.
There will be no trace of the alarm having occurred.
In general, glass door merchandise applications will be set to ""yES"" and
commercial fridges and freezers set to ""nO"".
For example, if the temperature goes too high for a period there may
be food safety considerations in a freezer containing food but not in a
fridge with cold drinks.","Auto Clear of Alarm/Error/ACA
If this parameter is set to ""nO"":
The alarm status will not disappear automatically even if the condition
which caused the alarm is no longer valid or present.
If set to ""yES"":
As soon as the condition which caused the alarm is no longer valid or
present, the alarm status will automatically change back to inactive.
There will be no trace of the alarm having occurred.
In general, glass door merchandise applications will be set to ""yES"" and
commercial fridges and freezers set to ""nO"".
For example, if the temperature goes too high for a period there may
be food safety considerations in a freezer containing food but not in a
fridge with cold drinks.",True
Automatic heater mode enable,AuH,AuH,True,No,No,True,0,,False,1,,False,,,True,"Automatic Heater Mode Enable
This setting is normally set to ""no"".
When set to ""yES"", parameters ""End"" and ""Hdi"" apply.","Automatic Heater Mode Enable
This setting is normally set to ""no"".
When set to ""yES"", parameters ""End"" and ""Hdi"" apply.",True
Energy mode delay,End,End,True,60,60,True,0,0,True,360,360,True,min,min,True,"Energy Mode Delay
This is the delay in minutes between the heater and the compressor
operation. The heater is not allowed to start until this number of minutes
has expired after the compressor has cut out and vice versa.","Energy Mode Delay
This is the delay in minutes between the heater and the compressor
operation. The heater is not allowed to start until this number of minutes
has expired after the compressor has cut out and vice versa.",True
Auto Heat set point,AHS,AHS,True,2,2.00,False,-100,-100.00,False,200,200.00,False,°C,°C,True,"Auto Heat set point
Set point of auto heating.","Auto Heat set point
Set point of auto heating.",True
Auto heat differential,AHd,AHd,True,2,2.00,False,0,0.00,False,20,20.00,False,K,K,True,"Auto heat differential
Thermostat differential for auto heatting.","Auto heat differential
Thermostat differential for auto heatting.",True
ECO on/off,ECo,ECo,True,Yes,Yes,True,0,,False,1,,False,,,True,"ECO ON/OFF
ECO active or not. If no all other settings are not active.","ECO ON/OFF
ECO active or not. If no all other settings are not active.",True
Door Actions,EdA,EdA,True,1,1,True,1,1,True,10,10,True,,,True,"Door Actions
Times of door action to trigger exiting ECO
(Can only be accessed by Danfoss)","Door Actions
Times of door action to trigger exiting ECO
(Can only be accessed by Danfoss)",True
Pir Actions,EPA,EPA,True,1,1,True,1,1,True,10,10,True,,,True,"Pir Actions
Times of ""PIR"" action to trigger exiting ECO
(Can only be accessed by Danfoss).","Pir Actions
Times of ""PIR"" action to trigger exiting ECO
(Can only be accessed by Danfoss).",True
Action counter time,ECt,ECt,True,30,30,True,0,0,True,180,180,True,min,min,True,"Action counter time
Door action or ""PIR"" action within action counter time can trigger
exiting ECO (can only be accessed by Danfoss).","Action counter time
Door action or ""PIR"" action within action counter time can trigger
exiting ECO (can only be accessed by Danfoss).",True
Door delay ,Edd,Edd,True,180,180,True,0,0,True,180,180,True,min,min,True,"Door delay
Door delay after door close to trigger entering ECO
(can only be accessed by Danfoss).","Door delay
Door delay after door close to trigger entering ECO
(can only be accessed by Danfoss).",True
Pir delay,EPd,EPd,True,120,120,True,0,0,True,180,180,True,min,min,True,"Pir delay
""PIR"" delay to trigger entering ECO
(can only be accessed by Danfoss).","Pir delay
""PIR"" delay to trigger entering ECO
(can only be accessed by Danfoss).",True
Shop Light Day,SLd,SLd,True,5,5,True,0,0,True,80,80,True,,,True,"""SLd"" is the amount of ambient light which will cause the device to
move to normal/serving mode from ECO mode
(normally occurs in the morning).","""SLd"" is the amount of ambient light which will cause the device to
move to normal/serving mode from ECO mode
(normally occurs in the morning).",True
Shop Light Night,SLn,SLn,True,3,3,True,0,0,True,80,80,True,,,True,"""SLn"" is the amount of ambient light which will cause the device to
move to ECO mode from normal/serving mode
(normally occurs in the evening).","""SLn"" is the amount of ambient light which will cause the device to
move to ECO mode from normal/serving mode
(normally occurs in the evening).",True
Time to pull down,tto,tto,True,0,0,True,0,0,True,168,168,True,hour,hour,True,"Time to pull down
Time which ERC stay in ECO and holiday mode to decide to enter pull
down or serving mode.","Time to pull down
Time which ERC stay in ECO and holiday mode to decide to enter pull
down or serving mode.",True
Light Source delay on ECO ,LSd,LSd,True,0,0,True,0,0,True,180,180,True,min,min,True,"Light Source delay on ECO
Time delay for light source to change from serving mode source to
ECO mode source.","Light Source delay on ECO
Time delay for light source to change from serving mode source to
ECO mode source.",True
Early Wake Up on/off,Euu,Euu,True,Yes,Yes,True,0,,False,1,,False,,,True,"EWU active on/OFF
Enable or disable early wake up.","EWU active on/OFF
Enable or disable early wake up.",True
Shop close hour,CLH,CLH,True,6,6,True,0,0,True,24,24,True,hour,hour,True,"Shop close hour
Shop is assumed to be closed when staying in ECO mode longer than
shop close hour.","Shop close hour
Shop is assumed to be closed when staying in ECO mode longer than
shop close hour.",True
Early wake up time offset,ErL,ErL,True,120,120,True,0,0,True,240,240,True,min,min,True,"Early wake up time offset
Time of exiting ECO mode for next day=
Time of first activity to exit ECO mode - the early wake-up time.
""0"": early wake up function disabled.""","Early wake up time offset
Time of exiting ECO mode for next day=
Time of first activity to exit ECO mode - the early wake-up time.
""0"": early wake up function disabled.""",True
Holiday Length,HoL,HoL,True,72,72,True,0,0,True,999,999,True,hour,hour,True,"Holiday Length
In case that no activity has been registered for a number of days,
specified by the holiday, the early-wake-up is deactivated and the
cooler must stay in holiday mode until activity is detected.","Holiday Length
In case that no activity has been registered for a number of days,
specified by the holiday, the early-wake-up is deactivated and the
cooler must stay in holiday mode until activity is detected.",True
ECO Temperature Offset,Eto,Eto,True,4,4.00,False,-25,-25.00,False,25,25.00,False,K,K,True,"Eco Temperature Offset
This parameter gives a relative temperature in degrees. It is the difference
in temperature for ECO mode operation compared to normal mode.
NOTE: setting a temperature offset may be illegal in some jurisdictions.","Eco Temperature Offset
This parameter gives a relative temperature in degrees. It is the difference
in temperature for ECO mode operation compared to normal mode.
NOTE: setting a temperature offset may be illegal in some jurisdictions.",True
Holiday Temperature Offset,Hto,Hto,True,6,6.00,False,-25,-25.00,False,25,25.00,False,K,K,True,"Holiday Temperature Offset
Increase or decrease of temperature with respect to normal mode
during holiday mode.","Holiday Temperature Offset
Increase or decrease of temperature with respect to normal mode
during holiday mode.",True
ECO Differential,diE,diE,True,2,2.00,False,0,0.00,False,10,10.00,False,K,K,True,"ECO Differential
Thermostat differential for ECO.","ECO Differential
Thermostat differential for ECO.",True
ECO Fan on cycle,FoE,FoE,True,0,0,True,0,0,True,960,960,True,Sec,Sec,True,"ECO Fan on cycle
On time for fan during compressor OFF period in ECO mode.","ECO Fan on cycle
On time for fan during compressor OFF period in ECO mode.",True
ECO Fan stop cycle,FSE,FSE,True,0,0,True,0,0,True,960,960,True,Sec,Sec,True,"ECO Fan stop cycle
OFF time for fan during compressor OFF period in ECO mode.","ECO Fan stop cycle
OFF time for fan during compressor OFF period in ECO mode.",True
ECO Cabinet light control,ELC,ELC,True,on.png,on,False,0,,False,2,,False,,,True,"ECO Cabinet light control
""on"": always ON (Button is default to control light for all these options).
""oFF"": always OFF.
""dor"": door sensor only.","ECO Cabinet light control
""on"": always ON (Button is default to control light for all these options).
""oFF"": always OFF.
""dor"": door sensor only.",True
Eco Light delay,ELd,ELd,True,5,5,True,0,0,True,10,10,True,min,min,True,"Eco Light Delay
This parameter causes a delay to the switch from normal to ECO mode
when the shop lights are switched ON or OFF. The ambient light sensor
detects the change in light level and causes a switch mode. With this
parameter set to zero, the switch OFF mode occurs immediately.
If not set to zero (max: 10 minutes), then the change will be delayed by
the number of minutes set.","Eco Light Delay
This parameter causes a delay to the switch from normal to ECO mode
when the shop lights are switched ON or OFF. The ambient light sensor
detects the change in light level and causes a switch mode. With this
parameter set to zero, the switch OFF mode occurs immediately.
If not set to zero (max: 10 minutes), then the change will be delayed by
the number of minutes set.",True
MODBUS Safety,uSA,uSA,True,No,No,True,0,,False,1,,False,,,True,"MODBUS Safety
""no"": MODBUS auto detection is enable and serial communication is available for configuration software tool.
""yES"": MODBUS communication is deactivated.","MODBUS Safety
""no"": MODBUS auto detection is enable and serial communication is available for configuration software tool.
""yES"": MODBUS communication is deactivated.",True
Temp Adj. for S1,t1A,t1A,True,0,0.00,False,-20,-20.00,False,20,20.00,False,K,K,True,"Air Temperature Adjustment
(applies to non-Danfoss temperature sensors only)
This parameter is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.","Air Temperature Adjustment
(applies to non-Danfoss temperature sensors only)
This parameter is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.",True
Temp Adj. for S2,t2A,t2A,True,0,0.00,False,-20,-20.00,False,20,20.00,False,K,K,True,"Air Temperature Adjustment
(applies to non-Danfoss temperature sensors only)
This parameter is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.","Air Temperature Adjustment
(applies to non-Danfoss temperature sensors only)
This parameter is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.",True
Temp Adj. for S3,t3A,t3A,True,0,0.00,False,-20,-20.00,False,20,20.00,False,K,K,True,"Air Temperature Adjustment
(applies to non-Danfoss temperature sensors only)
This parameter is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.","Air Temperature Adjustment
(applies to non-Danfoss temperature sensors only)
This parameter is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.",True
Temp Adj. for S4,t4A,t4A,True,0,0.00,False,-20,-20.00,False,20,20.00,False,K,K,True,"Air Temperature Adjustment
(applies to non-Danfoss temperature sensors only)
This parameter is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.","Air Temperature Adjustment
(applies to non-Danfoss temperature sensors only)
This parameter is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.",True
S1 Config,S1C,S1C,True,Stn.png ,Stn,False,0,,False,3,,False,,,True,"S1 Config/S1C
S2 Config/S2C
S3 Config/S3C
S4 Config/S4C
Available options are:
""Stn"": for a standard temperature sensor NTC 5 K @ 25°C and TPE precision.
""Htn"": for a high temperature sensor NTC 100 K @ 25°C.
""Pt1"": for a temperature sensor Pt1000 ohm @ 0°C (only ""S4"").
""Ldr"": for a light sensor (values given in Luminens).
""dig"": for a digital sensor with simple ON/OFF indication
(motion, magnet, switch, buttom).","S1 Config/S1C
S2 Config/S2C
S3 Config/S3C
S4 Config/S4C
Available options are:
""Stn"": for a standard temperature sensor NTC 5 K @ 25°C and TPE precision.
""Htn"": for a high temperature sensor NTC 100 K @ 25°C.
""Pt1"": for a temperature sensor Pt1000 ohm @ 0°C (only ""S4"").
""Ldr"": for a light sensor (values given in Luminens).
""dig"": for a digital sensor with simple ON/OFF indication
(motion, magnet, switch, buttom).",True
S2 Config,S2C,S2C,True,Stn.png ,Stn,False,0,,False,3,,False,,,True,"S1 Config/S1C
S2 Config/S2C
S3 Config/S3C
S4 Config/S4C
Available options are:
""Stn"": for a standard temperature sensor NTC 5 K @ 25°C and TPE precision.
""Htn"": for a high temperature sensor NTC 100 K @ 25°C.
""Pt1"": for a temperature sensor Pt1000 ohm @ 0°C (only ""S4"").
""Ldr"": for a light sensor (values given in Luminens).
""dig"": for a digital sensor with simple ON/OFF indication
(motion, magnet, switch, buttom).","S1 Config/S1C
S2 Config/S2C
S3 Config/S3C
S4 Config/S4C
Available options are:
""Stn"": for a standard temperature sensor NTC 5 K @ 25°C and TPE precision.
""Htn"": for a high temperature sensor NTC 100 K @ 25°C.
""Pt1"": for a temperature sensor Pt1000 ohm @ 0°C (only ""S4"").
""Ldr"": for a light sensor (values given in Luminens).
""dig"": for a digital sensor with simple ON/OFF indication
(motion, magnet, switch, buttom).",True
S3 Config,S3C,S3C,True,Stn.png ,Stn,False,0,,False,3,,False,,,True,"S1 Config/S1C
S2 Config/S2C
S3 Config/S3C
S4 Config/S4C
Available options are:
""Stn"": for a standard temperature sensor NTC 5 K @ 25°C and TPE precision.
""Htn"": for a high temperature sensor NTC 100 K @ 25°C.
""Pt1"": for a temperature sensor Pt1000 ohm @ 0°C (only ""S4"").
""Ldr"": for a light sensor (values given in Luminens).
""dig"": for a digital sensor with simple ON/OFF indication
(motion, magnet, switch, buttom).","S1 Config/S1C
S2 Config/S2C
S3 Config/S3C
S4 Config/S4C
Available options are:
""Stn"": for a standard temperature sensor NTC 5 K @ 25°C and TPE precision.
""Htn"": for a high temperature sensor NTC 100 K @ 25°C.
""Pt1"": for a temperature sensor Pt1000 ohm @ 0°C (only ""S4"").
""Ldr"": for a light sensor (values given in Luminens).
""dig"": for a digital sensor with simple ON/OFF indication
(motion, magnet, switch, buttom).",True
S4 Config,S4C,S4C,True,Stn.png ,Stn,False,0,,False,4,,False,,,True,"S1 Config/S1C
S2 Config/S2C
S3 Config/S3C
S4 Config/S4C
Available options are:
""Stn"": for a standard temperature sensor NTC 5 K @ 25°C and TPE precision.
""Htn"": for a high temperature sensor NTC 100 K @ 25°C.
""Pt1"": for a temperature sensor Pt1000 ohm @ 0°C (only ""S4"").
""Ldr"": for a light sensor (values given in Luminens).
""dig"": for a digital sensor with simple ON/OFF indication
(motion, magnet, switch, buttom).","S1 Config/S1C
S2 Config/S2C
S3 Config/S3C
S4 Config/S4C
Available options are:
""Stn"": for a standard temperature sensor NTC 5 K @ 25°C and TPE precision.
""Htn"": for a high temperature sensor NTC 100 K @ 25°C.
""Pt1"": for a temperature sensor Pt1000 ohm @ 0°C (only ""S4"").
""Ldr"": for a light sensor (values given in Luminens).
""dig"": for a digital sensor with simple ON/OFF indication
(motion, magnet, switch, buttom).",True
S1 Application,S1A,S1A,True,SCo.png,SCo,False,0,,False,8,,False,,,True,"S1 Application/S1A
S2 Application/S2A
S3 Application/S3A
S4 Application/S4A
Available options are:
""nC"": not connected.
""SCo"": temperature control.
""EuA"": evaporator temperature.
""Con"": condenser temperature (Condenser cleaning).
""AuS"": only for showing temperature on display.
""Ldr"": light sensor, Luminens.
""ECo"": external input to control ECO mode.
""doC"": door contact, contact closed when door closed.
""doo"": door contact, contact open when door closed.
""Pir"": motion sensor (only ""S3"").
""bt5"": button 5 (only ""S4"").","S1 Application/S1A
S2 Application/S2A
S3 Application/S3A
S4 Application/S4A
Available options are:
""nC"": not connected.
""SCo"": temperature control.
""EuA"": evaporator temperature.
""Con"": condenser temperature (Condenser cleaning).
""AuS"": only for showing temperature on display.
""Ldr"": light sensor, Luminens.
""ECo"": external input to control ECO mode.
""doC"": door contact, contact closed when door closed.
""doo"": door contact, contact open when door closed.
""Pir"": motion sensor (only ""S3"").
""bt5"": button 5 (only ""S4"").",True
S2 Application,S2A,S2A,True,nC.png,nC,False,0,,False,8,,False,,,True,"S1 Application/S1A
S2 Application/S2A
S3 Application/S3A
S4 Application/S4A
Available options are:
""nC"": not connected.
""SCo"": temperature control.
""EuA"": evaporator temperature.
""Con"": condenser temperature (Condenser cleaning).
""AuS"": only for showing temperature on display.
""Ldr"": light sensor, Luminens.
""ECo"": external input to control ECO mode.
""doC"": door contact, contact closed when door closed.
""doo"": door contact, contact open when door closed.
""Pir"": motion sensor (only ""S3"").
""bt5"": button 5 (only ""S4"").","S1 Application/S1A
S2 Application/S2A
S3 Application/S3A
S4 Application/S4A
Available options are:
""nC"": not connected.
""SCo"": temperature control.
""EuA"": evaporator temperature.
""Con"": condenser temperature (Condenser cleaning).
""AuS"": only for showing temperature on display.
""Ldr"": light sensor, Luminens.
""ECo"": external input to control ECO mode.
""doC"": door contact, contact closed when door closed.
""doo"": door contact, contact open when door closed.
""Pir"": motion sensor (only ""S3"").
""bt5"": button 5 (only ""S4"").",True
S3 Application,S3A,S3A,True,nC.png,nC,False,0,,False,9,,False,,,True,"S1 Application/S1A
S2 Application/S2A
S3 Application/S3A
S4 Application/S4A
Available options are:
""nC"": not connected.
""SCo"": temperature control.
""EuA"": evaporator temperature.
""Con"": condenser temperature (Condenser cleaning).
""AuS"": only for showing temperature on display.
""Ldr"": light sensor, Luminens.
""ECo"": external input to control ECO mode.
""doC"": door contact, contact closed when door closed.
""doo"": door contact, contact open when door closed.
""Pir"": motion sensor (only ""S3"").
""bt5"": button 5 (only ""S4"").","S1 Application/S1A
S2 Application/S2A
S3 Application/S3A
S4 Application/S4A
Available options are:
""nC"": not connected.
""SCo"": temperature control.
""EuA"": evaporator temperature.
""Con"": condenser temperature (Condenser cleaning).
""AuS"": only for showing temperature on display.
""Ldr"": light sensor, Luminens.
""ECo"": external input to control ECO mode.
""doC"": door contact, contact closed when door closed.
""doo"": door contact, contact open when door closed.
""Pir"": motion sensor (only ""S3"").
""bt5"": button 5 (only ""S4"").",True
S4 Application,S4A,S4A,True,nC.png,nC,False,0,,False,9,,False,,,True,"S1 Application/S1A
S2 Application/S2A
S3 Application/S3A
S4 Application/S4A
Available options are:
""nC"": not connected.
""SCo"": temperature control.
""EuA"": evaporator temperature.
""Con"": condenser temperature (Condenser cleaning).
""AuS"": only for showing temperature on display.
""Ldr"": light sensor, Luminens.
""ECo"": external input to control ECO mode.
""doC"": door contact, contact closed when door closed.
""doo"": door contact, contact open when door closed.
""Pir"": motion sensor (only ""S3"").
""bt5"": button 5 (only ""S4"").","S1 Application/S1A
S2 Application/S2A
S3 Application/S3A
S4 Application/S4A
Available options are:
""nC"": not connected.
""SCo"": temperature control.
""EuA"": evaporator temperature.
""Con"": condenser temperature (Condenser cleaning).
""AuS"": only for showing temperature on display.
""Ldr"": light sensor, Luminens.
""ECo"": external input to control ECO mode.
""doC"": door contact, contact closed when door closed.
""doo"": door contact, contact open when door closed.
""Pir"": motion sensor (only ""S3"").
""bt5"": button 5 (only ""S4"").",True
DI Config,diC,diC,True,non.png,non,False,0,,False,4,,False,,,True,"DI Config
This is the digital input used for a digital sensor or bus communications.
""non"": not used.
""doC"": door contact, contact closed when door closed.
""doo"": door contact, contact open when door closed.
""ECo"": external input to control ECO mode.
""Pir"": motion sensor. Passive infrared.","DI Config
This is the digital input used for a digital sensor or bus communications.
""non"": not used.
""doC"": door contact, contact closed when door closed.
""doo"": door contact, contact open when door closed.
""ECo"": external input to control ECO mode.
""Pir"": motion sensor. Passive infrared.",True
DO1 Config,o1C,o1C,True,CoP.png,CoP,False,0,,False,3,,False,,,True,"D01 Config
""CoP"": direct compressor control.
""PiC"": pilot Relay (no zero cross) – if using pilot relay to control a
compressor, this option must be used instead of ""CoP"".
""HEt"": heating application, inverse output.
""PiH"": pilot heat relay (no zero cross).","D01 Config
""CoP"": direct compressor control.
""PiC"": pilot Relay (no zero cross) – if using pilot relay to control a
compressor, this option must be used instead of ""CoP"".
""HEt"": heating application, inverse output.
""PiH"": pilot heat relay (no zero cross).",True
DO2 Config,o2C,o2C,True,dEF.png,dEF,False,0,,False,4,,False,,,True,"D02 Config/o2C
D03 Config/o3C
D04 Config/o4C
""no"": not used.
""dEF"": electric defrost heater/valve for hot gas.
""ALA"": alamr output.
""FAn"": fan control.
""Lig"": light control.","D02 Config/o2C
D03 Config/o3C
D04 Config/o4C
""no"": not used.
""dEF"": electric defrost heater/valve for hot gas.
""ALA"": alamr output.
""FAn"": fan control.
""Lig"": light control.",True
DO3 Config,o3C,o3C,True,FAn.png,FAn,False,0,,False,4,,False,,,True,"D02 Config/o2C
D03 Config/o3C
D04 Config/o4C
""no"": not used.
""dEF"": electric defrost heater/valve for hot gas.
""ALA"": alamr output.
""FAn"": fan control.
""Lig"": light control.","D02 Config/o2C
D03 Config/o3C
D04 Config/o4C
""no"": not used.
""dEF"": electric defrost heater/valve for hot gas.
""ALA"": alamr output.
""FAn"": fan control.
""Lig"": light control.",True
DO4 Config,o4C,o4C,True,"Lig.png
",Lig,False,0,,False,4,,False,,,True,"D02 Config/o2C
D03 Config/o3C
D04 Config/o4C
""no"": not used.
""dEF"": electric defrost heater/valve for hot gas.
""ALA"": alamr output.
""FAn"": fan control.
""Lig"": light control.","D02 Config/o2C
D03 Config/o3C
D04 Config/o4C
""no"": not used.
""dEF"": electric defrost heater/valve for hot gas.
""ALA"": alamr output.
""FAn"": fan control.
""Lig"": light control.",True
