"Group_Code","Menu_Code","Group_Name","Name","PNU","Default_Value","Minimum_Value","Maximum_Value","Unit","Scaling","Datatype","Enum","Read_Only","Help","Decimals","Variable_Name","Visibility_Index","Visibility_Rule

"
"","t01","Defrost schedules","Defrost 1   hr.","1201","0","0","23","K","0","INT","","1","","0","Id_43","14","Id_42 > 0

"
"","t11","Defrost schedules","Defrost 1   min","1211","0","0","59","K","0","INT","","1","","0","Id_44","14","Id_42 > 0

"
"","t02","Defrost schedules","Defrost 2   hr.","1202","0","0","23","K","0","INT","","1","","0","Id_45","14","Id_42 > 0

"
"","t12","Defrost schedules","Defrost 2   min","1212","0","0","59","K","0","INT","","1","","0","Id_46","14","Id_42 > 0

"
"","t03","Defrost schedules","Defrost 3   hr.","1203","0","0","23","K","0","INT","","1","","0","Id_47","14","Id_42 > 0

"
"","t13","Defrost schedules","Defrost 3   min","1213","0","0","59","K","0","INT","","1","","0","Id_48","14","Id_42 > 0

"
"","t04","Defrost schedules","Defrost 4   hr.","1204","0","0","23","K","0","INT","","1","","0","Id_49","14","Id_42 > 0

"
"","t14","Defrost schedules","Defrost 4   min","1214","0","0","59","K","0","INT","","1","","0","Id_50","14","Id_42 > 0

"
"","t05","Defrost schedules","Defrost 5   hr.","1205","0","0","23","K","0","INT","","1","","0","Id_51","14","Id_42 > 0

"
"","t15","Defrost schedules","Defrost 5   min","1215","0","0","59","K","0","INT","","1","","0","Id_52","14","Id_42 > 0

"
"","t06","Defrost schedules","Defrost 6   hr.","1206","0","0","23","K","0","INT","","1","","0","Id_53","14","Id_42 > 0

"
"","t16","Defrost schedules","Defrost 6   min","1216","0","0","59","K","0","INT","","1","","0","Id_54","14","Id_42 > 0

"
"","t07","Defrost schedules","Clock Hour","64045","0","0","23","K","0","INT","","1","","0","Id_158","0","

"
"","t08","Defrost schedules","Clock Minute","64046","0","0","59","K","0","INT","","1","","0","Id_159","0","

"
"","t09","Defrost schedules","Clock Weekday","64055","1","1","7","K","0","INT","","1","","0","Id_164","0","

"
"","t48","Defrost schedules","Clock Second","64050","0","0","59","K","0","INT","","1","","0","Id_160","0","

"
"","t47","Defrost schedules","Clock Year","64049","0","0","100","K","0","INT","","1","","0","Id_161","0","

"
"","t46","Defrost schedules","Clock Month","64048","1","1","12","K","0","INT","","1","","0","Id_162","0","

"
"","t45","Defrost schedules","Clock Date","64047","0","0","31","K","0","INT","","1","","0","Id_163","0","

"
"","t51","Defrost schedules","Monday schedule","1221","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_55","14","Id_42 > 0

"
"","t52","Defrost schedules","Tuesday schedule","1222","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_56","14","Id_42 > 0

"
"","t53","Defrost schedules","Wednesday schedule","1223","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_57","14","Id_42 > 0

"
"","t54","Defrost schedules","Thursday schedule","1224","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_58","14","Id_42 > 0

"
"","t55","Defrost schedules","Friday schedule","1225","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_59","14","Id_42 > 0

"
"","t56","Defrost schedules","Saturday schedule","1226","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_60","14","Id_42 > 0

"
"","t57","Defrost schedules","Sunday schedule","1227","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_61","14","Id_42 > 0

"
"","c01","Compressor control","Min ON time","500","0","0","30","°C","0","INT","","1","","0","Id_19","9","(Id_124 > 0 && Id_124 < 4) || (Id_124 == 9 && (Id_125 == 8 || Id_126 == 8 || Id_128 == 8 || Id_127 == 8 || Id_133 == 8))

"
"","c02","Compressor control","Min OFF time","501","0","0","30","°C","0","INT","","1","","0","Id_20","9","(Id_124 > 0 && Id_124 < 4) || (Id_124 == 9 && (Id_125 == 8 || Id_126 == 8 || Id_128 == 8 || Id_127 == 8 || Id_133 == 8))

"
"","c05","Compressor control","Delay between steps","505","5","0","999","°C","0","INT","","1","","0","Id_21","10","Id_124 == 9 && (Id_125 == 9 || Id_126 == 9 || Id_128 == 9 || Id_127 == 9 || Id_133 == 9)

"
"","c08","Compressor control","Step ctrl. mode","508","2","1","2","°C","0","Enum","0:Sequential,1:Cyclic","1","","0","Id_22","10","Id_124 == 9 && (Id_125 == 9 || Id_126 == 9 || Id_128 == 9 || Id_127 == 9 || Id_133 == 9)

"
"","F04","Fan control","Fan stop S5-temp","1505","50","-50","50","h","0","","","1","","1","Id_62","0","

"
"","F05","Fan control","Fan pulsing mode","1506","0","0","2","h","0","Enum","0:No pulsing,1:At cutout,2:At cutout night","1","","0","Id_63","0","

"
"","F06","Fan control","Fan cycle time","1507","5","1","30","h","0","INT","","1","","0","Id_64","15","Id_63 > 0

"
"","F07","Fan control","Fan ON time","1508","100","0","100","h","0","INT","","1","","0","Id_65","15","Id_63 > 0

"
"","o90","Fan control","Fan ctrl. forced closing","2121","1","0","3","h","0","Enum","0:OFF,1:ON,2:OFF and no defrost,3:ON and no defrost","1","","0","Id_66","0","

"
"","x18","Railheat control-Status","Dew point","2615","0","-200","200","min","0","","","1","","1","Id_267","25","(Id_124 < 8 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))) && Id_90 == 2

"
"","u85","Railheat control-Status","Railheat duty cycle","2606","0","0","100","min","0","INT","","1","","0","Id_266","25","(Id_124 < 8 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))) && Id_90 == 2

"
"","o85","Railheat control-Settings","Railheat ctrl. mode","2116","0","0","2","min","0","Enum","0:Always ON,1:Day/Night timer,2:Dewpoint control","1","","0","Id_90","5","Id_124 < 8 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))

"
"","o41","Railheat control-Settings","Railheat ON day","2060","100","0","100","min","0","INT","","1","","0","Id_91","5","Id_124 < 8 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))

"
"","o42","Railheat control-Settings","Railheat ON night","2061","100","0","100","min","0","INT","","1","","0","Id_92","5","Id_124 < 8 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))

"
"","o43","Railheat control-Settings","Railheat cycle time","2062","5","1","60","min","0","INT","","1","","0","Id_93","5","Id_124 < 8 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))

"
"","P82","Railheat control-Settings","Railheat cycle time (PWM)","2200","10","4","60","min","0","INT","","1","","0","Id_99","26","Id_149 == 1

"
"","o88","Railheat control-Settings","Railheat min duty cycle","2119","30","0","100","min","0","INT","","1","","0","Id_96","25","(Id_124 < 8 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))) && Id_90 == 2

"
"","o86","Railheat control-Settings","Dewpoint min limit","2117","8","-10","50","min","0","","","1","","1","Id_94","25","(Id_124 < 8 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))) && Id_90 == 2

"
"","o87","Railheat control-Settings","Dewpoint max limit","2118","17","-9","50","min","0","","","1","","1","Id_95","25","(Id_124 < 8 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))) && Id_90 == 2

"
"","o38","Light / Blinds","Light configuration","2057","1","1","5","%","0","Enum","0:Follow day/night,1:Network signal,2:Door switch,3:Ntwork signal - ON at error,4:Digital input","1","","0","Id_89","24","Id_124 < 3 || (Id_124 > 3 && Id_124 < 9) || (Id_124 == 9 && (Id_125 == 6 || Id_126 == 6 || Id_128 == 6 || Id_127 == 6 || Id_133 == 6))

"
"","o98","Light / Blinds","Light at Main switch OFF","2146","0","0","1","%","0","Enum","0:OFF,1:Normal control","1","","0","Id_101","24","Id_124 < 3 || (Id_124 > 3 && Id_124 < 9) || (Id_124 == 9 && (Id_125 == 6 || Id_126 == 6 || Id_128 == 6 || Id_127 == 6 || Id_133 == 6))

"
"","P60","Light / Blinds","Blinds opening time","2176","5","0","60","%","0","INT","","1","","0","Id_97","0","

"
"","P65","Light / Blinds","Blinds closing fan stop","2179","60","0","300","%","0","INT","","1","","0","Id_98","0","

"
"","u56","Display","Display air temp.","2576","0","-200","200","K","0","","","1","","1","Id_249","0","

"
"","U35","Display","Display air temp. B","2672","0","-200","200","K","0","","","1","","1","Id_250","22","Id_124 == 6 || Id_124 == 7

"
"","o97","Display","Display control","2145","1","1","2","K","0","Enum","0:Display air,1:S6 product temp.","1","","0","Id_151","0","

"
"","o17","Display","Display sensor S4 %","2021","100","0","100","K","0","INT","","1","","0","Id_69","0","

"
"","r04","Display","Display adjustment","104","0","-10","10","K","0","","","1","","1","Id_70","0","

"
"","o92","Display","Display menu 2","2123","1","1","2","K","0","INT","","1","","0","Id_152","0","

"
"","r05","Display","Display temp. unit","105","0","0","1","K","0","Enum","0:Celcius,1:Fahrenheit","1","","0","Id_153","0","

"
"","o05","Display","Access code","2013","0","0","100","K","0","INT","","1","","0","Id_100","0","

"
"","o64","Display","Accesscode 2","2080","0","0","100","K","0","INT","","1","","0","Id_102","0","

"
"","P8x","Display","Display lock keyboard","60028","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_154","0","

"
"","o46","Miscellaneous","Case cleaning","2056","0","0","2","min","0","Enum","0:Normal,1:Fans run,2:All OFF","1","","0","Id_67","16","(Id_134 == 10) || (Id_135 == 10) || (Id_136 == 10)

"
"","o01","Miscellaneous","Delay of outputs at power up","2000","5","0","600","min","0","INT","","1","","0","Id_68","0","

"
"","Mod","Miscellaneous","Module software","60001","0.00","0.00","1000.00","min","-2","Float","","1","","2","Id_299","46","0

"
"","Tra","Miscellaneous","Transceiver type","60006","3","0","1000","min","0","INT","","1","","0","Id_300","46","0

"
"","x00","Miscellaneous"," Sw. version","2003","100","100","100","min","0","INT","","1","","0","Id_305","46","0

"
"","x01","Miscellaneous"," OrderNoLow","2011","55","0","9999","min","0","INT","","1","","0","Id_306","46","0

"
"","o67","Miscellaneous","Make factory settings","64053","0","0","1","min","0","Enum","0:OFF,1:ON","1","","0","Id_298","0","

"
"","fff","Miscellaneous"," SW suffix","60008","0","0","15","min","0","Enum","0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:A,11:B,12:C,13:D,14:E,15:F","1","","0","Id_327","46","0

"
"","y01","Miscellaneous"," SW. reset","40011","0","0","255","min","0","INT","","1","","0","Id_328","0","

"
"","y02","Miscellaneous"," Fastforward","64152","0","-32768","32767","min","0","INT","","1","","0","Id_329","0","

"
"","P41","Alarm destinations","Alarm relay priority","2147","111","0","255","°C","0","INT","","1","","0","Id_157","0","

"
"","x15","Alarm destinations","Reset all alarms","2046","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_295","0","

"
"","x16","Alarm destinations","Alarm status","2541","1","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_296","0","

"
"","x29","Alarm destinations","Controller hardware error","20000","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_203","0","

"
"","x30","Alarm destinations","Real time clock error","20001","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_204","0","

"
"","x31","Alarm destinations","Pe Pressure sensor error","20002","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_205","0","

"
"","x32","Alarm destinations","S2 Gas outlet error","20003","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_206","0","

"
"","x34","Alarm destinations","S3 Air on sensor error","20004","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_208","0","

"
"","x35","Alarm destinations","S4 Air off sensor error","20005","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_209","0","

"
"","x36","Alarm destinations","S5 Evaporator sensor error","20006","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_210","39","Id_23 > 0 && (Id_32 == 1 || Id_32 == 3)

"
"","x39","Alarm destinations","S6 Product sensor error","20007","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_213","18","Id_124 != 6 && Id_124 != 7 && Id_88 == 1

"
"","x37","Alarm destinations","S3B Air on sensor error","20008","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_211","22","Id_124 == 6 || Id_124 == 7

"
"","x38","Alarm destinations","S5B Evaporator sensor error","20009","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_212","40","Id_124 == 7

"
"","x40","Alarm destinations","RH Humidity sensor error","20010","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_214","2","Id_124 == 8

"
"","x41","Alarm destinations","High temperature alarm","20011","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_215","0","

"
"","x42","Alarm destinations","Low temperature alarm","20012","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_216","0","

"
"","x43","Alarm destinations","Door open alarm","20013","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_217","17","(Id_134 == 2) || (Id_134 == 3) || (Id_135 == 2) || (Id_135 == 3) || (Id_136 == 2) || (Id_136 == 3)

"
"","x44","Alarm destinations","Max hold time exceeded","20014","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_218","41","Id_23 > 0

"
"","x33","Alarm destinations","No refrigerant selected","20015","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_207","38","Id_129 > 0

"
"","x45","Alarm destinations","High S6 product temp.","20016","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_219","18","Id_124 != 6 && Id_124 != 7 && Id_88 == 1

"
"","x46","Alarm destinations","Low S6 product temp.","20017","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_220","18","Id_124 != 6 && Id_124 != 7 && Id_88 == 1

"
"","x47","Alarm destinations","DI1 alarm","20018","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_221","20","Id_124 != 7 && Id_124 != 8 && (Id_134 == 8) || (Id_134 == 9))

"
"","x48","Alarm destinations","DI2 alarm","20019","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_222","21","(Id_135 == 8) || (Id_135 == 9)

"
"","x49","Alarm destinations","Standby mode (Main switch OFF)","20020","1","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_223","0","

"
"","x50","Alarm destinations","Case cleaning started","20021","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_224","0","

"
"","x51","Alarm destinations","Max defrost time exceeded","20022","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_225","11","Id_32 > 0

"
"","x52","Alarm destinations","S3B High temperature alarm","20023","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_226","22","Id_124 == 6 || Id_124 == 7

"
"","x53","Alarm destinations","S3B Low temperature alarm","20024","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_227","22","Id_124 == 6 || Id_124 == 7

"
"","x54","Alarm destinations","Adaptive defrost ctrl. error","20025","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_228","42","Id_23 > 0 && Id_124 != 5 && Id_37 >= 1

"
"","x55","Alarm destinations","Evaporator icing up","20026","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_229","42","Id_23 > 0 && Id_124 != 5 && Id_37 >= 1

"
"","x56","Alarm destinations","Evaporator not defrosted","20027","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_230","42","Id_23 > 0 && Id_124 != 5 && Id_37 >= 1

"
"","x57","Alarm destinations","Flashgas alarm","20028","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_231","42","Id_23 > 0 && Id_124 != 5 && Id_37 >= 1

"
"","x58","Alarm destinations","Leak detection CO2","20029","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_232","43","(Id_134 == 20 || Id_135 == 20 || Id_136 == 20) && Id_129 == 28

"
"","x59","Alarm destinations","Leak detection","20030","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_233","44","(Id_134 == 20) || (Id_135 == 20) || (Id_136 == 20)

"
"","x60","Alarm destinations","High humidity alarm","20031","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_234","2","Id_124 == 8

"
"","x61","Alarm destinations","Low humidity alarm","20032","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_235","2","Id_124 == 8

"
"","y03","Alarm destinations","Wrong IO configuration","20033","0","0","1","°C","0","Enum","0:OFF,1:ON","1","","0","Id_330","28","Id_124 == 9

"
"","u25","Service-Status","Pe Evaporating pressure","2543","0","-1","200","K","0","","","1","","1","Id_268","0","

"
"","u26","Service-Status","Te Evaporating temp.","2544","0","-200","200","K","0","","","1","","1","Id_290","0","

"
"","u20","Service-Status","S2 Gas outlet temp.","2537","0","-200","200","K","0","","","1","","1","Id_292","0","

"
"","u12","Service-Status","S3 air on temp.","2530","0","-200","200","K","0","","","1","","1","Id_287","0","

"
"","u76","Service-Status","S3B air on temp.","2596","0","-200","200","K","0","","","1","","1","Id_288","22","Id_124 == 6 || Id_124 == 7

"
"","u16","Service-Status","S4 air off temp.","2531","0","-200","200","K","0","","","1","","1","Id_286","0","

"
"","u09","Service-Status","S5 Evaporator temp.","1011","0","-200","200","K","0","","","1","","1","Id_293","39","Id_23 > 0 && (Id_32 == 1 || Id_32 == 3)

"
"","u75","Service-Status","S5B Evaporator temp.","2595","0","-200","200","K","0","","","1","","1","Id_294","40","Id_124 == 7

"
"","u36","Service-Status","S6 Product temp. ","2555","0","-200","200","K","0","","","1","","1","Id_297","18","Id_124 != 6 && Id_124 != 7 && Id_88 == 1

"
"","u10","Service-Status","DI1 status","2002","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_170","30","Id_124 != 7 && Id_124 != 8

"
"","u37","Service-Status","DI2 status","2556","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_171","0","

"
"","u87","Service-Status","DI3 status","2608","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_172","0","

"
"","u23","Service-Status","Valve opening","2528","0","0","100","K","0","INT","","1","","0","Id_173","1","Id_124 > 0

"
"","u58","Service-Status","Comprossor/LLSV relay","2510","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_174","4","Id_124 == 1 || Id_124 == 2 || Id_124 == 3 || (Id_124 == 9 && (Id_125 == 8 || Id_126 == 8 || Id_128 == 8 || Id_127 == 8 || Id_133 == 8))

"
"","u67","Service-Status","Compressor 2 relay","2588","0","0","1","K","0","INT","","1","","0","Id_279","10","Id_124 == 9 && (Id_125 == 9 || Id_126 == 9 || Id_128 == 9 || Id_127 == 9 || Id_133 == 9)

"
"","u59","Service-Status","Fan relay","2511","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_175","1","Id_124 > 0

"
"","U37","Service-Status","Fan Eco relay","2674","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_183","36","Id_124 == 9 && (Id_125 == 2 || Id_126 == 2 || Id_128 == 2 || Id_127 == 2 || Id_133 == 2)

"
"","u60","Service-Status","Defrost relay","2512","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_176","33","Id_124 > 0 && Id_124 != 5

"
"","u83","Service-Status","Defrost B relay","2603","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_281","40","Id_124 == 7

"
"","u80","Service-Status","Hotgas valve relay","2600","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_181","12","Id_124 == 5

"
"","U55","Service-Status","Drain valve relay","2684","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_182","12","Id_124 == 5

"
"","u64","Service-Status","Suction valve relay","2585","1","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_180","12","Id_124 == 5

"
"","u61","Service-Status","Railheat relay","2579","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_177","34","(Id_124 > 1 && Id_124 < 5) || Id_124 == 6 || (Id_124 == 9 && (Id_125 == 4 || Id_126 == 4 || Id_128 == 4 || Id_127 == 4 || Id_133 == 4))

"
"","u62","Service-Status","Alarm relay","2583","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_178","35","(Id_124 != 0 && Id_124 != 2 && Id_124 != 5 && Id_124 < 9) || (Id_124 == 9 && Id_125 == 5)

"
"","u63","Service-Status","Light relay","2584","0","0","1","K","0","Enum","0:OFF,1:ON","1","","0","Id_179","6","(Id_124 > 0 && Id_124 != 3 && Id_124 < 9) || (Id_124 == 9 && (Id_125 == 6 || Id_126 == 6 || Id_128 == 6 || Id_127 == 6 || Id_133 == 6))

"
"","u82","Service-Status","Blinds relay","2602","0","0","1","K","0","INT","","1","","0","Id_280","45","Id_124 == 9 && (Id_125 == 7 || Id_126 == 7 || Id_128 == 7 || Id_127 == 7 || Id_133 == 7)

"
"","u84","Service-Status","Heat relay","2605","0","0","1","K","0","INT","","1","","0","Id_289","8","Id_124 == 9 && (Id_125 == 10 || Id_126 == 10 || Id_128 == 10 || Id_127 == 10 || Id_133 == 10)

"
"","U58","Service-Status","Humidifier relay","2688","0","0","1","K","0","INT","","1","","0","Id_324","2","Id_124 == 8

"
"","U59","Service-Status","AO1 %","2689","0","0","100","K","0","INT","","1","","0","Id_184","37","Id_124 > 0 && Id_149 > 0

"
"","U71","Service-Status","Application mode","2701","1","0","9","K","0","Enum","0:Not selected,1:Standard Alarm/Comp/Light,2:Standard Railheat/Comp/Light,3:Standard Alarm/Comp/Railheat,4:Standard Alarm/Railheat/Light,5:Hotgas,6:Dual case w. 1 evap,7:Dual case w. 2 evap,8:Coldroom,9:Custom","1","","0","Id_192","0","

"
"","U62","Service-Status","DO2 Function","2692","5","0","15","K","0","Enum","0:Not used,1:Fan,2:Fan ECO,3:Defrost,4:Railheat,5:Alarm,6:Light,7:Blinds,8:Compressor,9:Compressor 2,10:Air heater,11:Drain valve,12:Suction valve,13:Hotgas valve,14:Defrost B,15:Drain valve","1","","0","Id_186","0","

"
"","U63","Service-Status","DO3 Function","2693","8","0","15","K","0","Enum","0:Not used,1:Fan,2:Fan ECO,3:Defrost,4:Railheat,5:Alarm,6:Light,7:Blinds,8:Compressor,9:Compressor 2,10:Air heater,11:Drain valve,12:Suction valve,13:Hotgas valve,14:Defrost B,15:Drain valve","1","","0","Id_187","0","

"
"","U64","Service-Status","DO4 Function","2694","3","0","15","K","0","Enum","0:Not used,1:Fan,2:Fan ECO,3:Defrost,4:Railheat,5:Alarm,6:Light,7:Blinds,8:Compressor,9:Compressor 2,10:Air heater,11:Drain valve,12:Suction valve,13:Hotgas valve,14:Defrost B,15:Drain valve","1","","0","Id_188","0","

"
"","U65","Service-Status","DO5 Function","2695","6","0","15","K","0","Enum","0:Not used,1:Fan,2:Fan ECO,3:Defrost,4:Railheat,5:Alarm,6:Light,7:Blinds,8:Compressor,9:Compressor 2,10:Air heater,11:Drain valve,12:Suction valve,13:Hotgas valve,14:Defrost B,15:Drain valve","1","","0","Id_189","0","

"
"","U66","Service-Status","DO6 Function","2696","1","0","15","K","0","Enum","0:Not used,1:Fan,2:Fan ECO,3:Defrost,4:Railheat,5:Alarm,6:Light,7:Blinds,8:Compressor,9:Compressor 2,10:Air heater,11:Drain valve,12:Suction valve,13:Hotgas valve,14:Defrost B,15:Drain valve","1","","0","Id_190","0","

"
"","U69","Service-Status","AO1 Function","2699","0","0","1","K","0","Enum","0:Not used,1:PWM Railheat","1","","0","Id_191","0","

"
"","U45","Service-Status","Network status","2682","0","0","100","K","0","INT","","1","","0","Id_185","0","

"
"","x19","Service-Status"," AI1 Simulate","40001","-200","-200","200","K","0","","","0","","1","Id_193","0","

"
"","x20","Service-Status"," AI2 Simulate","40002","-200","-200","200","K","0","","","0","","1","Id_194","0","

"
"","x21","Service-Status"," AI3 Simulate","40003","-200","-200","200","K","0","","","0","","1","Id_195","0","

"
"","x22","Service-Status"," AI4 Simulate","40004","-200","-200","200","K","0","","","0","","1","Id_196","0","

"
"","x23","Service-Status"," AI5 Simulate","40005","-200","-200","200","K","0","","","0","","1","Id_197","0","

"
"","x24","Service-Status"," AI6 Simulate","40006","-200","-200","200","K","0","","","0","","1","Id_198","0","

"
"","x25","Service-Status"," AI7 Simulate","40007","-200","-200","200","K","0","","","0","","1","Id_199","0","

"
"","x26","Service-Status"," DI1 Simulate","40008","-200","-200","200","K","0","INT","","0","","0","Id_200","0","

"
"","x27","Service-Status"," DI2 Simulate","40009","-200","-200","200","K","0","INT","","0","","0","Id_201","0","

"
"","x28","Service-Status"," DI3 Simulate","40010","-200","-200","200","K","0","INT","","0","","0","Id_202","0","

"
"","r10","Service-Calibration","S3 Adjust sensor","114","0","-10","10","K","0","","","1","","1","Id_103","0","

"
"","r09","Service-Calibration","S4 Adjust sensor","113","0","-10","10","K","0","","","1","","1","Id_104","0","

"
"","r53","Service-Calibration","S3B Adjust sensor","165","0","-10","10","K","0","","","1","","1","Id_105","22","Id_124 == 6 || Id_124 == 7

"
"","r59","Service-Calibration","S6 Adjust sensor","180","0","-10","10","K","0","","","1","","1","Id_106","18","Id_124 != 6 && Id_124 != 7 && Id_88 == 1

"
"","r12","Service-Manual control","Main switch","117","1","-1","1","K","0","Enum","0:Manual,1:Standby,2:Run","1","","0","Id_0","0","

"
"","q11","Service-Manual control","Valve opening","2222","0","0","100","K","0","INT","","1","","0","Id_307","1","Id_124 > 0

"
"","q12","Service-Manual control","Compressor/LLSV","2223","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_308","4","Id_124 == 1 || Id_124 == 2 || Id_124 == 3 || (Id_124 == 9 && (Id_125 == 8 || Id_126 == 8 || Id_128 == 8 || Id_127 == 8 || Id_133 == 8))

"
"","q19","Service-Manual control","Compressor 2","2230","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_315","10","Id_124 == 9 && (Id_125 == 9 || Id_126 == 9 || Id_128 == 9 || Id_127 == 9 || Id_133 == 9)

"
"","q13","Service-Manual control","Fan","2224","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_309","1","Id_124 > 0

"
"","q24","Service-Manual control","Fan Eco","2235","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_320","36","Id_124 == 9 && (Id_125 == 2 || Id_126 == 2 || Id_128 == 2 || Id_127 == 2 || Id_133 == 2)

"
"","q14","Service-Manual control","Defrost","2225","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_310","33","Id_124 > 0 && Id_124 != 5

"
"","q22","Service-Manual control","Defrost B","2233","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_318","40","Id_124 == 7

"
"","q20","Service-Manual control","Hotgas valve","2231","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_316","12","Id_124 == 5

"
"","q25","Service-Manual control","Drain valve","2236","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_321","12","Id_124 == 5

"
"","q18","Service-Manual control","Suction Valve","2229","0","0","1","K","0","Enum","0:MAN OFF,1:MAN ON","1","","0","Id_314","12","Id_124 == 5

"
