ParameterName,DB_Menucode,KP_Menucode,Result,DB_DefaultValue,KP_DefaultValue,Result,DB_MinValue,KP_MinValue,Result,DB_MaxValue,KP_MaxValue,Result,DB_Unit,KP_Unit,Result,DB_Info,KP_Info,Result
Min Stop time,CSt,CSt,True,2,2,True,0,0,True,30,30,True,min,min,True,"Minimum Stop Time
It determines the minimum number of minutes the compressor must
remain idle before a Temperature cut-in can take effect. For example,
if the temperature sensor indicates that the cut-in temperature has been
reached, but the number of minutes set in this parameter have not elapsed
since the compressor last stopped, then the compressor will stay OFF.
It will only start once the duration given by ""CSt"" has been reached
provided the temperature is still high enough. ""CSt"" thus overrides the cut-in.","Minimum Stop Time
It determines the minimum number of minutes the compressor must
remain idle before a Temperature cut-in can take effect. For example,
if the temperature sensor indicates that the cut-in temperature has been
reached, but the number of minutes set in this parameter have not elapsed
since the compressor last stopped, then the compressor will stay OFF.
It will only start once the duration given by ""CSt"" has been reached
provided the temperature is still high enough. ""CSt"" thus overrides the cut-in.",True
Min run time,Crt,Crt,True,0,0,True,0,0,True,30,30,True,min,min,True,"It determines the minimum number of minutes the compressor must run
before a Temperature cut-out can take effect. For example, if the
temperature sensor indicated that the cut-out temperature has been
reached, but the number of minutes set in this parameter have not
elapsed since the compressor last started, then the compressor will
continue. It will only stop once the duration given by ""Crt"" has been
reached – provided the temperature is still low enough.
""Crt"" thus overrides the cut-out.","It determines the minimum number of minutes the compressor must run
before a Temperature cut-out can take effect. For example, if the
temperature sensor indicated that the cut-out temperature has been
reached, but the number of minutes set in this parameter have not
elapsed since the compressor last started, then the compressor will
continue. It will only stop once the duration given by ""Crt"" has been
reached – provided the temperature is still low enough.
""Crt"" thus overrides the cut-out.",True
Max Off time,Cot,Cot,True,0,0,True,0,0,True,480,480,True,min,min,True,"Maximum OFF Time
This is the maximum time in minutes the compressor is allowed to
""idle"" – up to 480 minutes. Cot is set to zero by default (inactive).
If the controller is used on a draft beer (ice bank) application, this
parameter can be used to control the ice thickness.","Maximum OFF Time
This is the maximum time in minutes the compressor is allowed to
""idle"" – up to 480 minutes. Cot is set to zero by default (inactive).
If the controller is used on a draft beer (ice bank) application, this
parameter can be used to control the ice thickness.",True
Power On Delay,Pod,Pod,True,300,300,True,0,0,True,300,300,True,Sec,Sec,True,Delay time from power on until the outpus are activated,Delay time from power on until the outpus are activated,True
Condenser Alarm Limit,CAL,CAL,True,80,80.00,False,0,0.00,False,200,200.00,False,°C,°C,True,"Condenser Alarm Limit/CAL
This parameter sets the temperature for the condenser at which an alarm
will be generated.Note: Use only whole number.","Condenser Alarm Limit/CAL
This parameter sets the temperature for the condenser at which an alarm
will be generated.Note: Use only whole number.",True
Condenser Block Limit,CbL,CbL,True,85,85.00,False,0,0.00,False,200,200.00,False,°C,°C,True,"Condenser Block Limit/CbL
This parameter sets the temperature which if reached will cause the
compressor to switch OFF.Note: Use only whole number.","Condenser Block Limit/CbL
This parameter sets the temperature which if reached will cause the
compressor to switch OFF.Note: Use only whole number.",True
Condenser OK limit,CoL,CoL,True,60,60.00,False,0,0.00,False,200,200.00,False,°C,°C,True,"Condenser OK Limit/CoL
This parameter sets the temperature at which the compressor is
allowed to start again after the temperature set in ""CbL"" above has been
exceeded and the compressor stopped.Note: Use only whole number.","Condenser OK Limit/CoL
This parameter sets the temperature at which the compressor is
allowed to start again after the temperature set in ""CbL"" above has been
exceeded and the compressor stopped.Note: Use only whole number.",True
Condenser Low Temp. Limit,CLL,CLL,True,-5,-5.00,False,-50,-50.00,False,20,20.00,False,°C,°C,True,"Condenser Low Limit/CLL
This parameter sets the lowest (condenser) temperature at which the
compressor is allowed to start.Note: Use only whole number.","Condenser Low Limit/CLL
This parameter sets the lowest (condenser) temperature at which the
compressor is allowed to start.Note: Use only whole number.",True
Display Intensity,din,din,True,10,10,True,2,2,True,10,10,True,,,True,"Display Intensity
The controller can have its display intensity (brightness) set in one of
two ways:
A) With a Danfoss ambient light sensor attached, the brightness of the
display is adjusted automatically according to the ambient light level
(see the assignments section).
B) When no ambient light sensor is attached, the display intensity can
be set to a fixed intensity.
Both options are on a scale of 1 to 10, where 10 is the brightest.","Display Intensity
The controller can have its display intensity (brightness) set in one of
two ways:
A) With a Danfoss ambient light sensor attached, the brightness of the
display is adjusted automatically according to the ambient light level
(see the assignments section).
B) When no ambient light sensor is attached, the display intensity can
be set to a fixed intensity.
Both options are on a scale of 1 to 10, where 10 is the brightest.",True
Display Delay,ddL,ddL,True,0,0,True,0,0,True,10,10,True,min,min,True,"Display Delay
In order to provide a realistic temperature appearance for an application,
a display delay can be set.
The parameter sets the time constant ô (tau) of the moving average filter
for the display.
Physically, one time constant represents the time it takes the system’s
step-response to reach 66% of its final value and five time-constants
the time it takes to reach 99% of its final value.","Display Delay
In order to provide a realistic temperature appearance for an application,
a display delay can be set.
The parameter sets the time constant ô (tau) of the moving average filter
for the display.
Physically, one time constant represents the time it takes the system’s
step-response to reach 66% of its final value and five time-constants
the time it takes to reach 99% of its final value.",True
Lock-time After defrost,dLt,dLt,True,15,15,True,0,0,True,60,60,True,min,min,True,"Lock Time After Defrost
In order not to show a rising temperature during defrosting, the displayed
temperature is locked at the temperature shown at the start of the defrost
cycle for the number of minutes set in this parameter.
""0"": no lock.","Lock Time After Defrost
In order not to show a rising temperature during defrosting, the displayed
temperature is locked at the temperature shown at the start of the defrost
cycle for the number of minutes set in this parameter.
""0"": no lock.",True
High Alarm delay,Htd,Htd,True,30,30,True,0,0,True,240,240,True,min,min,True,"Alarm delay on high temperature alarm
The number of minutes to wait before sounding an alarm once the
high temperature alarm temperature is reached.","Alarm delay on high temperature alarm
The number of minutes to wait before sounding an alarm once the
high temperature alarm temperature is reached.",True
Low Alarm delay,Ltd,Ltd,True,0,0,True,0,0,True,240,240,True,min,min,True,"Alarm delay on low temperature alarm
The number of minutes to wait before sounding an alarm once the
low temperature alarm temperature is reached.","Alarm delay on low temperature alarm
The number of minutes to wait before sounding an alarm once the
low temperature alarm temperature is reached.",True
Pulldown delay,Pdd,Pdd,True,240,240,True,0,0,True,960,960,True,min,min,True,"Pull down delay
Normally, it is not necessary or desirable to sound an alarm during a pull
down (the initial phase of reaching the desired temperature). This
parameter prevents the high temperature alarm ""HAt"" sounding during pull down
and after a defrost for the number of minutes set for the parameter.
NOTE: it does not apply to the low temperature alarm ""LAt"".","Pull down delay
Normally, it is not necessary or desirable to sound an alarm during a pull
down (the initial phase of reaching the desired temperature). This
parameter prevents the high temperature alarm ""HAt"" sounding during pull down
and after a defrost for the number of minutes set for the parameter.
NOTE: it does not apply to the low temperature alarm ""LAt"".",True
Leakage alarm,LEA,LEA,True,0,0,True,0,0,True,96,96,True,hour,hour,True,"Leakage alarm
Leakage detection for compressor protection.
""0"": disable","Leakage alarm
Leakage detection for compressor protection.
""0"": disable",True
Alarm Buzzer Duration,Abd,Abd,True,0,0,True,0,0,True,999,999,True,min,min,True,"Alarm Buzzer Duration
The alarm sounds for 10 seconds, followed by silence for 50 seconds.
One alarm sequence therefore lasts 60 seconds. These values cannot be
changed. This parameter determines how long in minutes an audible
alarm will continue while there is still a reason to have an alarm.
If set to 999, the alarm will continue to sound until the reason for the
alarm is cleared – for example the temperature has dropped enough or
the door closed. In some cases, it may be necessary for a user or technician
to take action in order to clear the alarm. If set to 0, the alarm will never
sound.","Alarm Buzzer Duration
The alarm sounds for 10 seconds, followed by silence for 50 seconds.
One alarm sequence therefore lasts 60 seconds. These values cannot be
changed. This parameter determines how long in minutes an audible
alarm will continue while there is still a reason to have an alarm.
If set to 999, the alarm will continue to sound until the reason for the
alarm is cleared – for example the temperature has dropped enough or
the door closed. In some cases, it may be necessary for a user or technician
to take action in order to clear the alarm. If set to 0, the alarm will never
sound.",True
Time to pull down,tto,tto,True,0,0,True,0,0,True,168,168,True,hour,hour,True,"Time to pull down
Time which ERC stay in holiday mode to decide to enter pull
down or serving mode.","Time to pull down
Time which ERC stay in holiday mode to decide to enter pull
down or serving mode.",True
Pass-word level1,PS1,PS1,True,0,0,True,0,0,True,999,999,True,,,True,"Password level 1 / PS1
Password Level 2 / PS2
Password Level 3 / PS3
These assign passwords to the three levels of access. The password is a
three-digit number. Access levels are Shop, Service and OEM.
You may not therefore have access to change all the passwords.
Passwords are entered by using the up and down arrow buttons.
Danfoss advises against using passwords which are easy to remember
or enter, for example 111, 222, 123 etc.
NOTE: When accessing the controller with 3 wrong password in a sequence
ERC will automatically block access for 15 minutes.","Password level 1 / PS1
Password Level 2 / PS2
Password Level 3 / PS3
These assign passwords to the three levels of access. The password is a
three-digit number. Access levels are Shop, Service and OEM.
You may not therefore have access to change all the passwords.
Passwords are entered by using the up and down arrow buttons.
Danfoss advises against using passwords which are easy to remember
or enter, for example 111, 222, 123 etc.
NOTE: When accessing the controller with 3 wrong password in a sequence
ERC will automatically block access for 15 minutes.",True
Pass-word level2,PS2,PS2,True,0,0,True,0,0,True,999,999,True,,,True,"Password level 1 / PS1
Password Level 2 / PS2
Password Level 3 / PS3
These assign passwords to the three levels of access. The password is a
three-digit number. Access levels are Shop, Service and OEM.
You may not therefore have access to change all the passwords.
Passwords are entered by using the up and down arrow buttons.
Danfoss advises against using passwords which are easy to remember
or enter, for example 111, 222, 123 etc.
NOTE: When accessing the controller with 3 wrong password in a sequence
ERC will automatically block access for 15 minutes.","Password level 1 / PS1
Password Level 2 / PS2
Password Level 3 / PS3
These assign passwords to the three levels of access. The password is a
three-digit number. Access levels are Shop, Service and OEM.
You may not therefore have access to change all the passwords.
Passwords are entered by using the up and down arrow buttons.
Danfoss advises against using passwords which are easy to remember
or enter, for example 111, 222, 123 etc.
NOTE: When accessing the controller with 3 wrong password in a sequence
ERC will automatically block access for 15 minutes.",True
Pass-word level3,PS3,PS3,True,0,0,True,0,0,True,999,999,True,,,True,"Password level 1 / PS1
Password Level 2 / PS2
Password Level 3 / PS3
These assign passwords to the three levels of access. The password is a
three-digit number. Access levels are Shop, Service and OEM.
You may not therefore have access to change all the passwords.
Passwords are entered by using the up and down arrow buttons.
Danfoss advises against using passwords which are easy to remember
or enter, for example 111, 222, 123 etc.
NOTE: When accessing the controller with 3 wrong password in a sequence
ERC will automatically block access for 15 minutes.","Password level 1 / PS1
Password Level 2 / PS2
Password Level 3 / PS3
These assign passwords to the three levels of access. The password is a
three-digit number. Access levels are Shop, Service and OEM.
You may not therefore have access to change all the passwords.
Passwords are entered by using the up and down arrow buttons.
Danfoss advises against using passwords which are easy to remember
or enter, for example 111, 222, 123 etc.
NOTE: When accessing the controller with 3 wrong password in a sequence
ERC will automatically block access for 15 minutes.",True
OEM Code Low,oEL,oEL,True,0,0,True,0,0,True,999,999,True,,,True,OEM code Low,OEM code Low,True
OEM Code middle,oEn,oEn,True,0,0,True,0,0,True,999,999,True,,,True,OEM code Middle,OEM code Middle,True
OEM Code High,oEH,oEH,True,0,0,True,0,0,True,999,999,True,,,True,OEM code High,OEM code High,True
Parameter Version,PAr,PAr,True,440,440,True,-32768,-32768,True,32767,32767,True,,,True,"Parameter version
OEM parameter version number [requires EKA copy key update].","Parameter version
OEM parameter version number [requires EKA copy key update].",True
Show Compressor Symbol,Scs,Scs,True,Yes,Yes,True,0,,False,1,,False,,,True,yES: display will show compressor symbol ; no: Display will not show compressor symbol,yES: display will show compressor symbol ; no: Display will not show compressor symbol,True
Show Defrost Symbol,Sds,Sds,True,Yes,Yes,True,0,,False,1,,False,,,True,yES:display will show deF during defrost;no: Display will show temp,yES:display will show deF during defrost;no: Display will show temp,True
Access Initial cut in,iCi,iCi,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Adaptive defrost,Add,Add,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Defrost on compressor time,dCt,dCt,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Voltage protection,uPt,uPt,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Display Range Limit,rLt,rLt,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Show Pull Down,SSC,SSC,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Show Holiday,SHo,SHo,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Show Defrost,SdF,SdF,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Voltage alarm,uAL,uAL,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Auto Clearance of Alarm,ACA,ACA,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access MODBUS Safety,uSA,uSA,True,48,-- -- RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access DOs Status,ouS,ouS,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Def. type,dFt,dFt,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Sensor Error Type,EHd,EHd,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Display Unit,CFu,CFu,True,63,RW RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Temp sensor to display,trS,trS,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Display Resolution,rES,rES,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access S1 Config,S1C,S1C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access S2 Config,S2C,S2C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access S1 Application,S1A,S1A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access S2 Application,S2A,S2A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access DO1 Config,o1C,o1C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Button 1 Short Config,b1C,b1C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Button 1 Long Config,b1L,b1L,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Button 2 Short Config,b2C,b2C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Button 2 Long Config,b2L,b2L,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Button 3 Short Config,b3C,b3C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Button 3 Long Config,b3L,b3L,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Button 4 Short Config,b4C,b4C,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Button 4 Long Config,b4L,b4L,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Set point,SEt,SEt,True,63,RW RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Set point adjustment ratio,SPr,SPr,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Differential,diF,diF,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access High Set point,HSE,HSE,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Low Set point,LSE,LSE,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Pull-down limit temp,PLt,PLt,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Def terminate temp,dtt,dtt,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Defrost start evaporator temp.,dEt,dEt,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Defrost Delta T (ddt),ddt,ddt,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Def reset temp,drt,drt,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Power-on temperature,Pot,Pot,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Display Offset,doF,doF,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access High Temp Alarm,HAt,HAt,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Low Temp Alarm,LAt,LAt,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Holiday Temperature Offset,Hto,Hto,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Temp Adj. for S1,t1A,t1A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Temp Adj. for S2,t2A,t2A,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Pull-down Cycling,Pcy,Pcy,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Pull-down defrost Interval,Pdi,Pdi,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Pull-down duration,Pdd,Pdd,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Def Min Interval,dii,dii,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Def Max time,dAt,dAt,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Def Max Interval,dAi,dAi,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Def Min Time,dit,dit,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Defrost by Comp. running time,doC,doC,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Initial Defrost Interval,idi,idi,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Initial Defrost Duration,idd,idd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Minimum Cutin voltage,uLi,uLi,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Minimum cut-out voltage,uLo,uLo,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Maximum voltage,uHi,uHi,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Error run time,Ert,Ert,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Error stop time,ESt,ESt,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Min Stop time,CSt,CSt,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Min run time,Crt,Crt,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Max Off time,Cot,Cot,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Power On Delay,Pod,Pod,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Condenser Alarm Limit,CAL,CAL,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Condenser Block Limit,CbL,CbL,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Condenser OK limit,CoL,CoL,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Condenser Low Temp. Limit,CLL,CLL,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Display Intensity,din,din,True,63,RW RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Display Delay,ddL,ddL,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Lock-time After defrost,dLt,dLt,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access High Alarm delay,Htd,Htd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Low Alarm delay,Ltd,Ltd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Pulldown delay,Pdd,Pdd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Leakage alarm,LEA,LEA,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Alarm Buzzer Duration,Abd,Abd,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Time to pull down,tto,tto,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Pass-word level1,PS1,PS1,True,63,RW RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Pass-word level2,PS2,PS2,True,60,-- RW RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Pass-word level3,PS3,PS3,True,48,-- -- RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Accumulated Compressor run time,ACt,ACt,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Accumulated ERC run time,AEt,AEt,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Voltage value,uAC,uAC,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access DO1 Counter,rL1,rL1,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Interval Counter,int,int,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Defrost Time Counter,dnt,dnt,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Serial Number,Snu,Snu,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Firmware Version,Fir,Fir,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Hardware Version,HAr,HAr,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Order No Low,onL,onL,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access OEM Code Low,oEL,oEL,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access OEM Code middle,oEn,oEn,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access OEM Code High,oEH,oEH,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Parameter Version,PAr,PAr,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Manufacturing Date,CHd,CHd,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Condensor temp,Ctt,Ctt,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Evaporator1 temp,Et1,Et1,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access AUX temp,Aus,Aus,True,20,-- RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Show Compressor Symbol,Scs,Scs,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Show Defrost Symbol,Sds,Sds,True,52,-- RO RW,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
Access Database version,dbr,dbr,True,21,RO RO RO,False,2,,False,15,,False, , ,True,Read/write access level settings,Read/write access level settings,True
